ALPHA = 1.5
JOBS COUNT = 50
seria			    withSort	withoutSort	Elb		Dlb		Slb
-1.0_1.0_11_10		4,27 | 30	3,04 | 30	6,23	0,08	0,28
-1.0_1.0_11_2		42,75 | 30	42,75 | 30	5,78	0,43	0,65
-1.0_1.0_11_4		18,29 | 30	18,55 | 30	6,24	0,23	0,48
-1.0_1.0_11_6		10,53 | 30	10,49 | 30	6,12	0,12	0,34
-1.0_1.0_11_8		6,84 | 30	6,38 | 30	5,88	0,09	0,30



ALPHA = 2.0
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_11_10		7,25 | 30	7,25 | 30	2,84	0,02	0,13
-1.0_0.0_11_2		46,85 | 30	46,85 | 30	2,47	0,10	0,32
-1.0_0.0_11_4		21,75 | 30	21,83 | 30	2,92	0,06	0,23
-1.0_0.0_11_6		13,58 | 30	13,57 | 30	2,96	0,03	0,18
-1.0_0.0_11_8		9,57 | 30	9,39 | 30	2,93	0,03	0,18
-1.0_0.3_11_10		6,02 | 30	6,02 | 30	4,17	0,05	0,23
-1.0_0.3_11_2		45,20 | 30	45,20 | 30	3,74	0,25	0,50
-1.0_0.3_11_4		20,13 | 30	20,27 | 30	4,42	0,22	0,46
-1.0_0.3_11_6		12,31 | 30	12,28 | 30	4,22	0,05	0,23
-1.0_0.3_11_8		8,40 | 30	8,14 | 30	4,14	0,13	0,35
-1.0_0.5_11_10		5,51 | 30	5,51 | 30	4,80	0,07	0,27
-1.0_0.5_11_2		43,98 | 30	43,98 | 30	4,73	0,22	0,47
-1.0_0.5_11_4		19,05 | 30	19,24 | 30	5,46	0,30	0,54
-1.0_0.5_11_6		11,29 | 30	11,26 | 30	5,29	0,18	0,42
-1.0_0.5_11_8		7,43 | 30	7,05 | 30	5,21	0,15	0,39
-1.0_0.7_11_10		5,19 | 30	5,19 | 30	5,30	0,12	0,35
-1.0_0.7_11_2		42,78 | 30	42,78 | 30	5,77	0,42	0,65
-1.0_0.7_11_4		17,72 | 30	18,03 | 30	6,81	0,32	0,57
-1.0_0.7_11_6		10,34 | 30	10,29 | 30	6,36	0,20	0,45
-1.0_0.7_11_8		6,41 | 30	5,82 | 30	6,41	0,21	0,45
-1.0_1.0_11_10		6,84 | 30	6,84 | 30	3,28	0,04	0,20
-1.0_1.0_11_2		46,22 | 30	46,22 | 30	2,95	0,14	0,38
-1.0_1.0_11_4		21,16 | 30	21,26 | 30	3,45	0,16	0,40
-1.0_1.0_11_6		13,02 | 30	13,01 | 30	3,50	0,10	0,32
-1.0_1.0_11_8		9,06 | 30	8,87 | 30	3,43	0,02	0,16



ALPHA = 2.5
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_11_10		5,33 | 30	4,68 | 30	4,95	0,04	0,19
-1.0_0.0_11_2		44,27 | 30	44,27 | 30	4,67	0,34	0,58
-1.0_0.0_11_4		19,62 | 30	19,77 | 30	5,00	0,14	0,37
-1.0_0.0_11_6		11,65 | 30	11,63 | 30	4,94	0,09	0,30
-1.0_0.0_11_8		7,81 | 30	7,55 | 30	4,79	0,04	0,20
-1.0_0.3_11_10		3,40 | 30	2,36 | 30	7,15	0,41	0,64
-1.0_0.3_11_2		41,18 | 30	41,18 | 30	7,19	1,14	1,07
-1.0_0.3_11_4		17,11 | 30	17,33 | 30	7,45	0,40	0,63
-1.0_0.3_11_6		9,43 | 30	9,39 | 30	7,27	0,50	0,71
-1.0_0.3_11_8		6,15 | 30	5,74 | 30	6,61	0,42	0,65
-1.0_0.5_11_10		2,18 | 30	0,77 | 30	8,64	0,26	0,51
-1.0_0.5_11_2		38,95 | 30	38,95 | 30	9,14	1,28	1,13
-1.0_0.5_11_4		15,47 | 30	15,79 | 30	9,15	1,17	1,08
-1.0_0.5_11_6		8,29 | 30	8,23 | 30	8,57	0,99	0,99
-1.0_0.5_11_8		5,06 | 30	4,49 | 30	7,90	0,49	0,70
-1.0_0.7_11_10		2,78 | 30	1,12 | 28	8,13	0,41	0,64
-1.0_0.7_11_2		36,11 | 30	36,11 | 30	11,68	1,43	1,20
-1.0_0.7_11_4		13,63 | 30	14,11 | 30	11,17	1,22	1,10
-1.0_0.7_11_6		6,88 | 30	6,80 | 30	10,26	1,34	1,16
-1.0_0.7_11_8		3,64 | 30	2,81 | 30	9,63	0,61	0,78
-1.0_1.0_11_10		4,42 | 30	3,63 | 30	5,95	0,06	0,25
-1.0_1.0_11_2		42,99 | 30	42,99 | 30	5,68	0,63	0,79
-1.0_1.0_11_4		18,67 | 30	18,84 | 30	5,90	0,25	0,50
-1.0_1.0_11_6		10,84 | 30	10,81 | 30	5,77	0,14	0,37
-1.0_1.0_11_8		7,11 | 30	6,79 | 30	5,54	0,15	0,39



ALPHA = 2.5
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_11_10		7,47 | 30	7,47 | 30	2,57	0,03	0,16
-1.0_0.0_11_2		47,30 | 30	47,30 | 30	2,18	0,03	0,18
-1.0_0.0_11_4		21,99 | 30	22,05 | 30	2,72	0,07	0,26
-1.0_0.0_11_6		13,82 | 30	13,81 | 30	2,72	0,05	0,22
-1.0_0.0_11_8		9,83 | 30	9,73 | 30	2,64	0,03	0,17
-1.0_0.3_11_10		6,36 | 30	6,36 | 30	3,75	0,06	0,24
-1.0_0.3_11_2		45,67 | 30	45,67 | 30	3,45	0,37	0,61
-1.0_0.3_11_4		20,64 | 30	20,72 | 30	3,96	0,12	0,35
-1.0_0.3_11_6		12,60 | 30	12,58 | 30	3,92	0,09	0,31
-1.0_0.3_11_8		8,72 | 30	8,55 | 30	3,78	0,09	0,30
-1.0_0.5_11_10		5,72 | 30	5,72 | 30	4,49	0,06	0,24
-1.0_0.5_11_2		44,82 | 30	44,82 | 30	4,19	0,40	0,63
-1.0_0.5_11_4		19,68 | 30	19,81 | 30	4,88	0,41	0,64
-1.0_0.5_11_6		11,64 | 30	11,62 | 30	4,91	0,16	0,40
-1.0_0.5_11_8		7,69 | 30	7,44 | 30	4,88	0,12	0,34
-1.0_0.7_11_10		5,35 | 30	5,35 | 30	4,99	0,08	0,28
-1.0_0.7_11_2		43,65 | 30	43,65 | 30	5,19	0,42	0,65
-1.0_0.7_11_4		18,43 | 30	18,64 | 30	6,15	0,27	0,52
-1.0_0.7_11_6		10,71 | 30	10,67 | 30	5,93	0,35	0,59
-1.0_0.7_11_8		6,94 | 30	6,55 | 30	5,75	0,16	0,40
-1.0_1.0_11_10		7,02 | 30	7,02 | 30	3,04	0,04	0,21
-1.0_1.0_11_2		46,82 | 30	46,82 | 30	2,56	0,10	0,31
-1.0_1.0_11_4		21,41 | 30	21,48 | 30	3,24	0,12	0,34
-1.0_1.0_11_6		13,47 | 30	13,46 | 30	3,07	0,13	0,36
-1.0_1.0_11_8		9,38 | 30	9,26 | 30	3,09	0,06	0,25



ALPHA = 3.0
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_11_10		5,49 | 30	5,01 | 30	4,72	0,07	0,26
-1.0_0.0_11_2		44,85 | 30	44,85 | 30	4,28	0,21	0,45
-1.0_0.0_11_4		20,11 | 30	20,22 | 30	4,57	0,14	0,37
-1.0_0.0_11_6		12,05 | 30	12,04 | 30	4,54	0,08	0,27
-1.0_0.0_11_8		8,04 | 30	7,85 | 30	4,52	0,06	0,24
-1.0_0.3_11_10		3,63 | 30	2,85 | 30	6,81	0,29	0,54
-1.0_0.3_11_2		42,00 | 30	42,00 | 30	6,64	1,11	1,05
-1.0_0.3_11_4		17,58 | 30	17,74 | 30	6,99	0,52	0,72
-1.0_0.3_11_6		9,54 | 30	9,51 | 30	7,12	0,35	0,59
-1.0_0.3_11_8		6,25 | 30	5,95 | 30	6,44	0,57	0,75
-1.0_0.5_11_10		2,23 | 30	1,10 | 30	8,48	0,32	0,56
-1.0_0.5_11_2		40,13 | 30	40,13 | 30	8,28	1,06	1,03
-1.0_0.5_11_4		15,89 | 30	16,14 | 30	8,76	0,77	0,88
-1.0_0.5_11_6		8,54 | 30	8,51 | 30	8,25	0,78	0,88
-1.0_0.5_11_8		5,40 | 30	4,97 | 30	7,47	0,52	0,72
-1.0_0.7_11_10		2,96 | 30	1,62 | 30	7,78	0,40	0,63
-1.0_0.7_11_2		37,62 | 30	37,62 | 30	10,53	3,04	1,74
-1.0_0.7_11_4		14,16 | 30	14,54 | 30	10,63	1,65	1,28
-1.0_0.7_11_6		7,12 | 30	7,06 | 30	9,94	1,12	1,06
-1.0_0.7_11_8		4,09 | 30	3,46 | 30	9,03	0,88	0,94
-1.0_1.0_11_10		4,52 | 30	3,96 | 30	5,75	0,09	0,31
-1.0_1.0_11_2		43,36 | 30	43,36 | 30	5,45	0,28	0,53
-1.0_1.0_11_4		19,08 | 30	19,20 | 30	5,53	0,23	0,48
-1.0_1.0_11_6		11,03 | 30	11,01 | 30	5,56	0,14	0,38
-1.0_1.0_11_8		7,20 | 30	6,97 | 30	5,39	0,12	0,34



ALPHA = 3.0
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_11_10		7,67 | 30	7,67 | 30	2,36	0,02	0,14
-1.0_0.0_11_2		47,58 | 30	47,58 | 30	2,01	0,07	0,27
-1.0_0.0_11_4		22,29 | 30	22,32 | 30	2,47	0,08	0,29
-1.0_0.0_11_6		14,15 | 30	14,14 | 30	2,42	0,04	0,20
-1.0_0.0_11_8		10,00 | 30	9,93 | 30	2,46	0,02	0,14
-1.0_0.3_11_10		6,40 | 30	6,40 | 30	3,67	0,11	0,33
-1.0_0.3_11_2		46,29 | 30	46,29 | 30	3,03	0,20	0,45
-1.0_0.3_11_4		20,73 | 30	20,79 | 30	3,89	0,14	0,38
-1.0_0.3_11_6		12,56 | 30	12,55 | 30	3,95	0,06	0,25
-1.0_0.3_11_8		8,82 | 30	8,70 | 30	3,65	0,08	0,29
-1.0_0.5_11_10		5,90 | 30	5,90 | 30	4,25	0,07	0,26
-1.0_0.5_11_2		45,25 | 30	45,25 | 30	3,90	0,36	0,60
-1.0_0.5_11_4		19,88 | 30	19,97 | 30	4,72	0,25	0,50
-1.0_0.5_11_6		11,92 | 30	11,90 | 30	4,62	0,24	0,49
-1.0_0.5_11_8		8,06 | 30	7,89 | 30	4,46	0,11	0,33
-1.0_0.7_11_10		5,64 | 30	5,64 | 30	4,61	0,13	0,37
-1.0_0.7_11_2		44,26 | 30	44,26 | 30	4,76	0,32	0,57
-1.0_0.7_11_4		18,78 | 30	18,92 | 30	5,80	0,30	0,55
-1.0_0.7_11_6		11,00 | 30	10,97 | 30	5,61	0,18	0,43
-1.0_0.7_11_8		7,21 | 30	6,93 | 30	5,41	0,12	0,35
-1.0_1.0_11_10		7,19 | 30	7,19 | 30	2,84	0,04	0,20
-1.0_1.0_11_2		47,00 | 30	47,00 | 30	2,46	0,18	0,43
-1.0_1.0_11_4		21,85 | 30	21,89 | 30	2,86	0,11	0,33
-1.0_1.0_11_6		13,48 | 30	13,48 | 30	3,04	0,14	0,37
-1.0_1.0_11_8		9,56 | 30	9,47 | 30	2,90	0,05	0,22
