ALPHA = 1.5
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_1.0_21__6		13,73 | 30	13,73 | 30	2,83	0,01	0,12
-1.0_1.0_21__8		9,45 | 30	9,45 | 30	3,06	0,01	0,08



ALPHA = 2.0
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		3,85 | 30	3,85 | 30	6,57	0,04	0,20
-1.0_0.0_21__2		43,59 | 30	43,59 | 30	5,10	0,25	0,50
-1.0_0.0_21__4		19,35 | 30	19,35 | 30	5,24	0,10	0,32
-1.0_0.0_21__6		11,28 | 30	11,28 | 30	5,35	0,07	0,26
-1.0_0.0_21__8		7,12 | 30	7,12 | 30	5,55	0,04	0,20
-1.0_0.3_21__10		1,58 | 28	1,58 | 28	9,60	1,45	1,20
-1.0_0.3_21__2		39,93 | 30	39,93 | 30	8,09	1,38	1,17
-1.0_0.3_21__4		16,50 | 30	16,50 | 30	8,04	1,19	1,09
-1.0_0.3_21__6		8,73 | 30	8,73 | 30	8,07	0,74	0,86
-1.0_0.3_21__8		4,94 | 30	4,94 | 30	8,01	1,31	1,14
-1.0_0.5_21__10		1,53 | 4	1,53 | 4	13,12	2,34	1,53
-1.0_0.5_21__2		36,29 | 30	36,29 | 30	11,31	3,28	1,81
-1.0_0.5_21__4		14,19 | 30	14,19 | 30	10,55	3,52	1,88
-1.0_0.5_21__6		6,62 | 30	6,62 | 30	10,52	2,13	1,46
-1.0_0.5_21__8		3,21 | 30	3,21 | 30	10,10	0,55	0,74
-1.0_0.7_21__10		4,99 | 2	4,99 | 2	14,37	6,53	2,56
-1.0_0.7_21__2		32,08 | 30	32,08 | 30	15,40	11,74	3,43
-1.0_0.7_21__4		12,01 | 30	12,01 | 30	13,16	5,85	2,42
-1.0_0.7_21__6		4,53 | 30	4,53 | 30	13,25	5,65	2,38
-1.0_0.7_21__8		2,20 | 8	2,20 | 8	13,80	2,26	1,50
-1.0_1.0_21__10		5,33 | 30	5,33 | 30	4,93	0,01	0,11
-1.0_1.0_21__2		45,31 | 30	45,31 | 30	3,76	0,04	0,21
-1.0_1.0_21__4		20,68 | 30	20,68 | 30	4,00	0,03	0,18
-1.0_1.0_21__6		12,50 | 30	12,50 | 30	4,10	0,02	0,13
-1.0_1.0_21__8		8,36 | 30	8,36 | 30	4,23	0,01	0,10



ALPHA = 2.0
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		7,25 | 30	7,25 | 30	2,84	0,02	0,13
-1.0_0.0_21__2		46,85 | 30	46,85 | 30	2,47	0,10	0,32
-1.0_0.0_21__4		21,83 | 30	21,83 | 30	2,85	0,05	0,23
-1.0_0.0_21__6		13,57 | 30	13,57 | 30	2,97	0,03	0,18
-1.0_0.0_21__8		9,39 | 30	9,39 | 30	3,09	0,03	0,18
-1.0_0.3_21__10		5,87 | 30	5,87 | 30	4,34	0,13	0,36
-1.0_0.3_21__2		44,90 | 30	44,90 | 30	3,98	0,41	0,64
-1.0_0.3_21__4		20,10 | 30	20,10 | 30	4,46	0,40	0,63
-1.0_0.3_21__6		12,16 | 30	12,16 | 30	4,37	0,11	0,34
-1.0_0.3_21__8		8,04 | 30	8,04 | 30	4,51	0,32	0,57
-1.0_0.5_21__10		5,00 | 30	5,00 | 30	5,38	0,22	0,47
-1.0_0.5_21__2		43,24 | 30	43,24 | 30	5,33	0,47	0,69
-1.0_0.5_21__4		18,64 | 30	18,64 | 30	5,89	0,66	0,81
-1.0_0.5_21__6		10,70 | 30	10,70 | 30	5,91	0,48	0,69
-1.0_0.5_21__8		6,50 | 30	6,50 | 30	6,19	0,47	0,69
-1.0_0.7_21__10		4,06 | 30	4,06 | 30	6,75	0,19	0,44
-1.0_0.7_21__2		40,89 | 30	40,89 | 30	7,40	1,49	1,22
-1.0_0.7_21__4		16,45 | 30	16,45 | 30	8,17	1,08	1,04
-1.0_0.7_21__6		8,90 | 30	8,90 | 30	7,96	0,99	0,99
-1.0_0.7_21__8		4,37 | 30	4,37 | 30	8,72	1,09	1,04
-1.0_1.0_21__10		7,87 | 30	7,87 | 30	2,19	0,00	0,06
-1.0_1.0_21__2		47,70 | 30	47,70 | 30	1,83	0,01	0,12
-1.0_1.0_21__4		22,54 | 30	22,54 | 30	2,21	0,02	0,13
-1.0_1.0_21__6		14,24 | 30	14,24 | 30	2,32	0,01	0,11
-1.0_1.0_21__8		10,10 | 30	10,10 | 30	2,38	0,00	0,05



ALPHA = 2.5
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		4,68 | 30	4,68 | 30	5,60	0,04	0,20
-1.0_0.0_21__2		44,27 | 30	44,27 | 30	4,67	0,34	0,58
-1.0_0.0_21__4		19,77 | 30	19,77 | 30	4,87	0,14	0,37
-1.0_0.0_21__6		11,63 | 30	11,63 | 30	4,97	0,09	0,30
-1.0_0.0_21__8		7,55 | 30	7,55 | 30	5,05	0,04	0,20
-1.0_0.3_21__10		2,60 | 28	2,60 | 28	8,30	1,31	1,14
-1.0_0.3_21__2		40,92 | 30	40,92 | 30	7,44	2,32	1,52
-1.0_0.3_21__4		17,01 | 30	17,01 | 30	7,58	1,07	1,03
-1.0_0.3_21__6		8,96 | 30	8,96 | 30	7,77	0,76	0,87
-1.0_0.3_21__8		5,74 | 30	5,74 | 30	7,06	1,17	1,08
-1.0_0.5_21__10		1,83 | 6	1,83 | 6	11,59	1,84	1,36
-1.0_0.5_21__2		37,72 | 30	37,72 | 30	10,26	2,46	1,57
-1.0_0.5_21__4		14,93 | 30	14,93 | 30	9,78	2,47	1,57
-1.0_0.5_21__6		7,44 | 30	7,44 | 30	9,54	2,64	1,63
-1.0_0.5_21__8		3,94 | 30	3,94 | 30	9,16	1,18	1,09
-1.0_0.7_21__10		0,61 | 5	0,61 | 5	12,53	0,92	0,96
-1.0_0.7_21__2		32,50 | 30	32,50 | 30	15,18	7,80	2,79
-1.0_0.7_21__4		11,73 | 30	11,73 | 30	13,43	5,45	2,33
-1.0_0.7_21__6		4,96 | 30	4,96 | 30	12,62	5,60	2,37
-1.0_0.7_21__8		1,04 | 30	1,04 | 30	12,75	2,50	1,58
-1.0_1.0_21__10		5,90 | 30	5,90 | 30	4,27	0,01	0,09
-1.0_1.0_21__2		45,86 | 30	45,86 | 30	3,43	0,06	0,25
-1.0_1.0_21__4		21,09 | 30	21,09 | 30	3,65	0,03	0,19
-1.0_1.0_21__6		12,89 | 30	12,89 | 30	3,71	0,01	0,12
-1.0_1.0_21__8		8,79 | 30	8,79 | 30	3,76	0,02	0,12



ALPHA = 2.5
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		7,47 | 30	7,47 | 30	2,57	0,03	0,16
-1.0_0.0_21__2		47,30 | 30	47,30 | 30	2,18	0,03	0,18
-1.0_0.0_21__4		22,05 | 30	22,05 | 30	2,67	0,07	0,26
-1.0_0.0_21__6		13,81 | 30	13,81 | 30	2,73	0,05	0,22
-1.0_0.0_21__8		9,73 | 30	9,73 | 30	2,74	0,03	0,17
-1.0_0.3_21__10		6,25 | 30	6,25 | 30	3,88	0,12	0,35
-1.0_0.3_21__2		45,38 | 30	45,38 | 30	3,68	0,66	0,81
-1.0_0.3_21__4		20,59 | 30	20,59 | 30	4,01	0,27	0,52
-1.0_0.3_21__6		12,47 | 30	12,47 | 30	4,06	0,22	0,47
-1.0_0.3_21__8		8,52 | 30	8,52 | 30	3,99	0,20	0,45
-1.0_0.5_21__10		5,26 | 30	5,26 | 30	5,01	0,15	0,39
-1.0_0.5_21__2		44,11 | 30	44,11 | 30	4,79	1,12	1,06
-1.0_0.5_21__4		19,17 | 30	19,17 | 30	5,39	0,86	0,93
-1.0_0.5_21__6		11,03 | 30	11,03 | 30	5,54	0,49	0,70
-1.0_0.5_21__8		6,87 | 30	6,87 | 30	5,75	0,34	0,58
-1.0_0.7_21__10		4,16 | 30	4,16 | 30	6,42	0,22	0,47
-1.0_0.7_21__2		42,07 | 30	42,07 | 30	6,59	1,18	1,09
-1.0_0.7_21__4		16,85 | 30	16,85 | 30	7,81	1,77	1,33
-1.0_0.7_21__6		9,13 | 30	9,13 | 30	7,65	1,59	1,26
-1.0_0.7_21__8		5,10 | 30	5,10 | 30	7,80	0,52	0,72
-1.0_1.0_21__10		8,06 | 30	8,06 | 30	1,97	0,00	0,06
-1.0_1.0_21__2		48,13 | 30	48,13 | 30	1,56	0,01	0,10
-1.0_1.0_21__4		22,82 | 30	22,82 | 30	1,99	0,01	0,11
-1.0_1.0_21__6		14,59 | 30	14,59 | 30	2,00	0,01	0,11
-1.0_1.0_21__8		10,40 | 30	10,40 | 30	2,07	0,01	0,08



ALPHA = 3.0
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		5,01 | 30	5,01 | 30	5,20	0,07	0,27
-1.0_0.0_21__2		44,85 | 30	44,85 | 30	4,28	0,21	0,45
-1.0_0.0_21__4		20,22 | 30	20,22 | 30	4,48	0,14	0,37
-1.0_0.0_21__6		12,04 | 30	12,04 | 30	4,56	0,08	0,27
-1.0_0.0_21__8		7,85 | 30	7,85 | 30	4,71	0,06	0,24
-1.0_0.3_21__10		3,10 | 29	3,10 | 29	7,54	0,86	0,93
-1.0_0.3_21__2		41,65 | 30	41,65 | 30	6,96	2,01	1,42
-1.0_0.3_21__4		17,45 | 30	17,45 | 30	7,15	1,02	1,01
-1.0_0.3_21__6		9,14 | 30	9,14 | 30	7,55	0,81	0,90
-1.0_0.3_21__8		5,89 | 30	5,89 | 30	6,84	1,44	1,20
-1.0_0.5_21__10		2,53 | 4	2,53 | 4	11,18	1,54	1,24
-1.0_0.5_21__2		39,09 | 30	39,09 | 30	9,26	2,51	1,59
-1.0_0.5_21__4		14,96 | 30	14,96 | 30	9,79	2,26	1,50
-1.0_0.5_21__6		7,77 | 30	7,77 | 30	9,14	2,23	1,49
-1.0_0.5_21__8		4,46 | 30	4,46 | 30	8,53	1,28	1,13
-1.0_0.7_21__10		1,04 | 8	1,04 | 8	11,50	2,27	1,51
-1.0_0.7_21__2		34,18 | 30	34,18 | 30	13,90	11,23	3,35
-1.0_0.7_21__4		11,95 | 30	11,95 | 30	13,22	6,46	2,54
-1.0_0.7_21__6		5,30 | 30	5,30 | 30	12,16	5,00	2,24
-1.0_0.7_21__8		1,69 | 30	1,69 | 30	11,87	3,72	1,93
-1.0_1.0_21__10		6,18 | 30	6,18 | 30	3,95	0,01	0,10
-1.0_1.0_21__2		46,28 | 30	46,28 | 30	3,16	0,03	0,17
-1.0_1.0_21__4		21,39 | 30	21,39 | 30	3,39	0,02	0,16
-1.0_1.0_21__6		13,14 | 30	13,14 | 30	3,46	0,01	0,10
-1.0_1.0_21__8		9,02 | 30	9,02 | 30	3,51	0,01	0,09



ALPHA = 3.0
JOBS COUNT = 100
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.0_21__10		7,67 | 30	7,67 | 30	2,36	0,02	0,14
-1.0_0.0_21__2		47,58 | 30	47,58 | 30	2,01	0,07	0,27
-1.0_0.0_21__4		22,32 | 30	22,32 | 30	2,44	0,08	0,29
-1.0_0.0_21__6		14,14 | 30	14,14 | 30	2,42	0,04	0,20
-1.0_0.0_21__8		9,93 | 30	9,93 | 30	2,53	0,02	0,14
-1.0_0.3_21__10		6,29 | 30	6,29 | 30	3,80	0,22	0,47
-1.0_0.3_21__2		46,29 | 30	46,29 | 30	3,05	0,38	0,61
-1.0_0.3_21__4		20,61 | 30	20,61 | 30	4,01	0,31	0,56
-1.0_0.3_21__6		12,36 | 30	12,36 | 30	4,15	0,13	0,36
-1.0_0.3_21__8		8,60 | 30	8,60 | 30	3,88	0,23	0,48
-1.0_0.5_21__10		5,47 | 30	5,47 | 30	4,74	0,18	0,43
-1.0_0.5_21__2		44,68 | 30	44,68 | 30	4,40	0,83	0,91
-1.0_0.5_21__4		19,24 | 30	19,24 | 30	5,34	0,80	0,89
-1.0_0.5_21__6		11,34 | 30	11,34 | 30	5,23	0,73	0,85
-1.0_0.5_21__8		7,46 | 30	7,46 | 30	5,09	0,38	0,61
-1.0_0.7_21__10		4,57 | 30	4,57 | 30	5,88	0,33	0,58
-1.0_0.7_21__2		42,83 | 30	42,83 | 30	6,04	1,45	1,21
-1.0_0.7_21__4		17,02 | 30	17,02 | 30	7,59	1,44	1,20
-1.0_0.7_21__6		9,56 | 30	9,56 | 30	7,18	1,12	1,06
-1.0_0.7_21__8		5,57 | 30	5,57 | 30	7,22	0,61	0,78
-1.0_1.0_21__10		8,21 | 30	8,21 | 30	1,81	0,00	0,07
-1.0_1.0_21__2		48,33 | 30	48,33 | 30	1,44	0,02	0,13
-1.0_1.0_21__4		23,06 | 30	23,06 | 30	1,78	0,01	0,10
-1.0_1.0_21__6		14,69 | 30	14,69 | 30	1,89	0,01	0,10
-1.0_1.0_21__8		10,59 | 30	10,59 | 30	1,88	0,00	0,06
