id;iteration_number;min_solution;avg_solution;max_solution;OPX_EXCHANGE;OX_EXCHANGE;OPX_SHIFT;OX_SHIFT
1;3800;6544.293760603325;7285.449065606404;8569.086000234918;4.053239736598074E-34;3.377699720527882E-34;2.3599261522334817E-10;3.377699720528765E-34
1;3900;6543.852902974169;7304.037165861731;8238.133731583446;4.053239736598074E-34;3.377699720527882E-34;9.218457757296551E-5;3.377699720528765E-34
1;4000;6543.852902974169;7280.090522914418;8563.390366409365;4.053239736598074E-34;3.377699720527882E-34;0.048384;3.377699720528765E-34
1;4100;6543.852902974169;7402.184905514545;8648.143590085376;4.053239736598074E-34;3.377699720527882E-34;3.8412878774009865E-4;3.377699720528765E-34
1;4200;6543.852902974169;7238.664631921648;8209.599870502434;4.053239736598074E-34;3.377699720527882E-34;3.0966153216000023E-6;3.377699720528765E-34
1;4300;6543.852902974169;7254.644746709769;8383.16361918673;4.053239736598074E-34;3.377699720527882E-34;0.048000004915200005;3.377699720528765E-34
1;4400;6543.852902974169;7199.695537617522;8192.835849874537;8.106479473196148E-35;3.377699720527882E-34;0.04807741440824191;1.3510798882115062E-35
1;4500;6543.852902974169;7287.685186610266;8410.307535065673;8.106479473196148E-35;3.377699720527882E-34;0.2400774145969252;1.3510798882115062E-35
1;4600;6543.852902974169;7348.60363231862;8283.375689116958;8.106479473196148E-35;3.377699720527882E-34;3.072983040020134E-6;1.3510798882115062E-35
1;4700;6543.852902974169;7304.999212167604;8216.279408033588;8.106479473196148E-35;3.377699720527882E-34;0.04993538461563618;1.3510798882115062E-35
1;4800;6543.852902974169;7292.192104739413;8330.44907068435;8.106479473196148E-35;3.377699720527882E-34;4.7618457600052434E-4;1.3510798882115062E-35
1;4900;6615.881714522648;7834.511535096261;10014.041223829347;3.1467768315299413E-13;5.9029581035870815E-53;1.611128133658828E-19;1.610612736000424E-19
1;5000;6556.307449630535;7179.525081701601;8374.315863849859;5.360449043962893E-23;5.9029581035870815E-53;0.0019200049155774876;5.153960755201358E-23
1;5100;6540.943729264686;7458.287630307955;8857.546395509165;2.0615843020801112E-24;5.9029581035870815E-53;0.2515969474560785;1.0307921510402717E-23
1;5200;6537.876947754786;7340.103736338978;8576.365826330903;4.1231686041602225E-25;5.9029581035870815E-53;0.04800307219818137;4.123169029750171E-25
1;5300;6532.47892805435;7315.604704973229;9249.99023331142;8.246337208320445E-26;5.9029581035870815E-53;0.24038400099247717;1.6492676119000687E-26
1;5400;6531.976695088177;7929.99050485048;9891.600102261853;4.60923864625447E-4;5.9029581035870815E-53;7.918611670811147E-28;6.597070447600276E-28
1;5500;6529.0616228297895;7917.955007681572;9838.800023338514;0.2423844864000006;5.9029581035870815E-53;2.533955734659568E-31;2.1110625432320888E-31
1;5600;6528.395715945205;7917.983161634508;9940.716847652315;0.009603196067512322;5.9029581035870815E-53;2.533955734659568E-31;4.222125086464178E-32
1;5700;6527.194200537313;7288.682124776052;8617.71305566888;4.2575229618549095E-32;5.9029581035870815E-53;8.051196691952035E-5;4.222125086464178E-32
1;5800;6526.873347030733;7327.874771236958;8598.890816066149;4.2575229618549095E-32;5.9029581035870815E-53;0.049920644874302915;4.222125086464178E-32
1;5900;6526.647649154603;7273.425485371404;8361.617415990544;4.2575229618549095E-32;5.9029581035870815E-53;3.9936511218548746E-4;4.222125086464178E-32
1;6000;6526.647649154603;7607.7664078743455;10177.766304812263;3.8412288000251664E-4;5.9029581035870815E-53;3.512807709459676E-34;3.3777000691713426E-34
1;6100;6526.647649154603;7757.150886601376;9633.699484838135;9.218457601270774E-5;5.9029581035870815E-53;3.512807709459676E-34;3.3777000691713426E-34
1;6200;6526.647649154603;8037.2701269139725;10575.213566085704;0.00960000020447232;5.9029581035870815E-53;3.512807709459676E-34;3.3777000691713426E-34
1;6300;6526.40483080762;8027.620304284734;10331.569014677778;3.077119672324034E-6;5.9029581035870815E-53;3.512807709459676E-34;3.3777000691713426E-34
1;6400;6526.40483080762;7821.680887070914;9603.827273972616;3.0720003150964114E-6;5.9029581035870815E-53;3.512807709459676E-34;6.755400138342686E-35
1;6500;6526.40483080762;7216.96689770976;8447.385330617959;2.7021669710987546E-36;5.9029581035870815E-53;1.575380743461687E-12;1.3510800276685373E-35
1;6600;6526.14683491701;7242.085476008825;8367.29897281643;2.7021669710987546E-36;5.9029581035870815E-53;0.00960000491526354;1.3510800276685373E-35
1;6700;6526.14683491701;7207.093892230302;8684.621155957962;2.7021669710987546E-36;5.9029581035870815E-53;0.009600000039384639;1.3510800276685373E-35
1;6800;6526.14683491701;7181.523593255156;8684.42517803268;2.7021669710987546E-36;5.9029581035870815E-53;3.8400118122086413E-4;1.3510800276685373E-35
1;6900;6526.14683491701;7292.810944517462;8368.435300971598;2.7021669710987546E-36;5.9029581035870815E-53;0.0096769228800151;1.3510800276685373E-35
1;7000;6526.14683491701;7328.033133463185;8209.763517172603;2.7021669710987546E-36;5.9029581035870815E-53;0.04800000000037799;1.3510800276685373E-35
1;7100;6524.403090333334;7283.4754917448845;8480.93509854494;2.7021669710987546E-36;5.9029581035870815E-53;6.096483798692663E-9;1.3510800276685373E-35
1;7200;6524.403090333334;7390.744307592415;9062.994805845217;1.080866788439502E-37;5.9029581035870815E-53;0.04800000000031468;1.0808640221348299E-37
1;7300;6524.403090333334;7348.5891686604455;8609.37402300218;1.080866788439502E-37;5.9029581035870815E-53;0.249600000008194;1.0808640221348299E-37
1;7400;6524.403090333334;7210.274989303922;8357.571229053068;1.080866788439502E-37;5.9029581035870815E-53;0.048000614439321604;1.0808640221348299E-37
1;7500;6524.403090333334;7195.612639496897;8217.679761102867;1.080866788439502E-37;5.9029581035870815E-53;0.24008049250278782;1.0808640221348299E-37
1;7600;6524.403090333334;7224.230691400796;8376.875544664172;1.080866788439502E-37;5.9029581035870815E-53;5.89830291536532E-9;1.0808640221348299E-37
1;7700;6524.403090333334;7263.040095019263;8472.492151698636;1.080866788439502E-37;5.9029581035870815E-53;0.2496153894912005;1.0808640221348299E-37
1;7800;6524.403090333334;7355.8716469016335;8542.972613368222;1.080866788439502E-37;5.9029581035870815E-53;0.00998400000000002;1.0808640221348299E-37
1;7900;6524.403090333334;7229.100472299462;8179.176859361521;1.080866788439502E-37;5.9029581035870815E-53;0.009600127834521723;1.0808640221348299E-37
1;8000;6524.403090333334;7189.941658942186;8224.820184093862;1.080866788439502E-37;5.9029581035870815E-53;0.009676800047185921;1.0808640221348299E-37
1;8100;6622.415591929142;7198.150853474326;8125.359702075879;8.117591268655539E-19;1.6106168591686065E-19;0.2496921659375772;8.0659485818880115E-19
1;8200;6608.90452544971;7313.667765143272;8421.781076062718;1.3721905115094154E-28;1.3299861804780533E-28;1.2292750059347108E-7;6.607625078282664E-28
1;8300;6599.592631102012;7216.904083255895;8180.955945051913;1.3721905115094154E-28;1.3299861804780533E-28;0.00999936000006292;6.607625078282664E-28
1;8400;6586.74323018199;7289.771596834671;8191.143385386803;1.3721905115094154E-28;1.3299861804780533E-28;0.04839997931520061;6.607625078282664E-28
1;8500;6584.932944823272;7272.52121277218;8570.012266201862;1.3721905115094154E-28;1.3299861804780533E-28;1.2288006291858813E-7;6.607625078282664E-28
1;8600;6571.51056532372;7406.272697906256;8787.71380954173;1.3721905115094154E-28;1.3299861804780533E-28;0.28846387711345634;6.607625078282664E-28
1;8700;6566.605786471741;7216.804853296968;8652.941099663705;1.3721905115094154E-28;1.3299861804780533E-28;4.0243692470010267E-4;6.607625078282664E-28
1;8800;6564.387095248657;7331.271039292657;8487.611238345766;1.3721905115094154E-28;1.3299861804780533E-28;0.011520024576314573;6.607625078282664E-28
1;8900;6564.387095248657;7272.151453082354;8260.211603336078;1.3721905115094154E-28;1.3299861804780533E-28;0.011520614400012605;6.607625078282664E-28
1;9000;6561.718901861717;7288.3880620105565;8349.961481116221;1.3721905115094154E-28;1.3299861804780533E-28;1.2288006291459228E-7;6.607625078282664E-28
1;9100;6561.462215713349;7242.956924009378;8124.768004289145;1.3721905115094154E-28;2.6599723609561067E-29;3.7111804728234787E-6;2.643050031313066E-29
1;9200;6561.042207090973;7299.500909128796;8904.07228404477;1.0977524092075323E-30;2.1279778887648854E-31;0.048076800001636284;4.2288800501009076E-32
1;9300;6561.042207090973;7193.322176329674;8201.460873230388;1.0977524092075323E-30;2.1279778887648854E-31;0.0019201228800000006;4.2288800501009076E-32
1;9400;6548.4881674017515;7323.896350486659;8353.898794168812;1.0977524092075323E-30;2.1279778887648854E-31;7.98720396362735E-5;4.2288800501009076E-32
1;9500;6546.899592723997;7246.178968915325;8308.254215539035;1.0977524092075323E-30;2.1279778887648854E-31;0.009700352000000504;4.2288800501009076E-32
1;9600;6546.177435608709;7241.938794195033;8393.078938950728;7.02561541892821E-35;6.809529244047636E-35;0.0023041228803775886;6.766208080161454E-35
1;9700;6546.177435608709;7260.843014264424;8407.970677183994;7.02561541892821E-35;6.809529244047636E-35;0.048076922881572885;6.766208080161454E-35
1;9800;6545.934009794152;7229.4531953674905;8392.069730551719;7.02561541892821E-35;6.809529244047636E-35;5.119685406228484E-9;6.766208080161454E-35
1;9900;6545.934009794152;7267.810623826255;8281.340775851777;7.02561541892821E-35;6.809529244047636E-35;7.987317964800003E-5;6.766208080161454E-35
1;10000;6545.934009794152;7266.129122280985;8740.083503886714;7.02561541892821E-35;6.809529244047636E-35;0.04800307696238593;6.766208080161454E-35
1;10100;6542.489822818267;7386.548561813153;8409.134169383264;7.02561541892821E-35;6.809529244047636E-35;0.048384123115992515;6.766208080161454E-35
1;10200;6542.47943080321;7214.05034922674;8425.23372760591;7.02561541892821E-35;6.809529244047636E-35;9.28973193342031E-5;6.766208080161454E-35
1;10300;6540.2612156686055;7162.927402202963;8429.20542342193;7.02561541892821E-35;6.809529244047636E-35;0.25152014847836174;6.766208080161454E-35
1;10400;6540.2612156686055;7247.689652032024;8232.766945620559;7.02561541892821E-35;6.809529244047636E-35;0.28807682953053415;6.766208080161454E-35
1;10500;6539.755154747036;7194.243557264355;8504.242990344112;7.02561541892821E-35;6.809529244047636E-35;1.2582918442945734E-14;6.766208080161454E-35
1;10600;6539.720298792786;7256.667914024592;8540.964561895065;7.02561541892821E-35;6.809529244047636E-35;0.009600000206359862;6.766208080161454E-35
1;10700;6539.720298792786;7244.001684218176;8236.907503809216;7.02561541892821E-35;6.809529244047636E-35;0.001996800039387635;6.766208080161454E-35
1;10800;6539.472340128739;7223.772374441165;8754.223499885453;7.02561541892821E-35;6.809529244047636E-35;0.001999994880000105;6.766208080161454E-35
1;10900;6539.467751872614;7188.713928144615;8484.275868183851;7.02561541892821E-35;6.809529244047636E-35;0.240000000007877;6.766208080161454E-35
1;11000;6539.281214206011;7289.937693010596;8486.726566110012;7.02561541892821E-35;6.809529244047636E-35;3.072001575400877E-6;6.766208080161454E-35
1;11100;6539.276626038832;7290.521253522065;8545.824676954528;7.02561541892821E-35;1.3619058488095274E-35;1.5975587826892965E-5;6.766208080161454E-35
1;11200;6539.036253052169;7279.181977290566;8427.803872938288;7.02561541892821E-35;1.3619058488095274E-35;0.2404792320000001;6.766208080161454E-35
1;11300;6539.036253052169;7336.229373566385;8794.155137031981;7.02561541892821E-35;1.3619058488095274E-35;3.96361736055641E-11;6.766208080161454E-35
1;11400;6538.788311678546;7224.164152665063;8375.674548965155;7.02561541892821E-35;1.3619058488095274E-35;0.24038400019660852;6.766208080161454E-35
1;11500;6538.788311678546;7226.268783743527;8330.765497892477;7.02561541892821E-35;1.3619058488095274E-35;3.710976314572801E-6;6.766208080161454E-35
1;11600;6538.788311678546;7255.927386753635;8617.626764438572;7.02561541892821E-35;1.3619058488095274E-35;0.05760000000819148;6.766208080161454E-35
1;11700;6538.788311678546;7268.075221310652;8263.91829440362;7.02561541892821E-35;1.3619058488095274E-35;0.049920000001965475;6.766208080161454E-35
1;11800;6538.788311678546;7281.99501240855;8312.76936444134;7.02561541892821E-35;1.3619058488095274E-35;3.8400118908780214E-4;6.766208080161454E-35
1;11900;6538.788311678546;7178.634088361104;8496.95769538689;7.02561541892821E-35;1.3619058488095274E-35;2.4576000020139116E-8;6.766208080161454E-35
1;12000;6538.788311678546;7221.145620630149;8548.431771296837;7.02561541892821E-35;1.3619058488095274E-35;7.680003932412079E-5;6.766208080161454E-35
1;12100;6538.722509891033;7341.267977928718;8699.881124006068;7.02561541892821E-35;1.3619058488095274E-35;0.009600147463927235;6.766208080161454E-35
1;12200;6538.722509891033;7254.973416681036;8955.713215277221;7.02561541892821E-35;1.3619058488095274E-35;0.0019230720393216003;6.766208080161454E-35
1;12300;6538.722509891033;7245.834933027721;8763.039919525603;7.02561541892821E-35;1.3619058488095274E-35;0.24192307200031457;6.766208080161454E-35
1;12400;6538.722509891033;7267.986848614504;8106.301398911119;7.02561541892821E-35;1.3619058488095274E-35;0.048000024576062915;6.766208080161454E-35
1;12500;6538.722509891033;7316.714031874352;8315.07949323347;7.02561541892821E-35;1.3619058488095274E-35;3.194880063421904E-6;6.766208080161454E-35
1;12600;6538.722509891033;7337.586084885206;8798.560551406772;7.02561541892821E-35;1.3619058488095274E-35;0.001935384576314573;6.766208080161454E-35
1;12700;6538.722509891033;7245.617978735905;8364.743843243852;7.02561541892821E-35;1.3619058488095274E-35;0.04800073728157538;6.766208080161454E-35
1;12800;6538.722509891033;14402.686893188891;19190.739852632407;7.02561541892821E-35;1.3619058488095274E-35;2.7066564475227048E-36;0.0019201476526734358
1;12900;6538.722509891033;14738.756154509661;19862.663806083423;7.02561541892821E-35;1.3619058488095274E-35;2.7066564475227048E-36;0.04800000004089447
1;13000;6538.722509891033;14607.77636784403;19287.62384621236;7.02561541892821E-35;1.3619058488095274E-35;2.7066564475227048E-36;7.680491708743683E-5
1;13100;6640.677881687416;7327.725268605721;8532.924083103426;4.188933143396569E-18;7.378697629483851E-51;0.011520619363961303;8.053063680000012E-19
1;13200;6625.71322623026;7237.91917454372;8176.3680155028505;2.680917211773805E-22;7.378697629483851E-51;0.00960000118002851;1.2884901888000022E-21
1;13300;6594.90061738501;7272.147287983519;8651.214363858231;2.1447337694190442E-24;7.378697629483851E-51;7.694843904000018E-5;2.0615843020800043E-24
1;13400;6588.590944459782;7169.279303182062;7956.449586878649;2.1447337694190442E-24;7.378697629483851E-51;1.5384577587963498E-5;2.0615843020800043E-24
1;13500;6579.164003331371;7236.466428698821;8572.414342399712;2.1447337694190442E-24;7.378697629483851E-51;0.009600128778302935;2.0615843020800043E-24
1;13600;6572.341387559282;7214.127687894676;8147.576897018242;2.0648828370308894E-24;7.378697629483851E-51;8.191475879504142E-12;4.123168604160009E-25
1;13700;6568.292798396489;7193.978852286466;8034.201498238712;4.129765674061779E-25;7.378697629483851E-51;0.0480768;4.123168604160009E-25
1;13800;6568.292798396489;7402.6117403950775;8719.37447838079;4.129765674061779E-25;7.378697629483851E-51;0.00967680000000053;4.123168604160009E-25
1;13900;6564.928597405369;8200.399792587688;11528.263365251187;4.228890858740021E-32;7.378697629483851E-51;0.048015384576012586;8.444249301319704E-33
1;14000;6564.645770754221;7241.489881709381;8180.294717977135;4.228890858740021E-32;7.378697629483851E-51;0.04801536098304254;8.444249301319704E-33
1;14100;6552.888290017247;7287.210983896935;8585.21380433259;4.228890858740021E-32;7.378697629483851E-51;0.2400768001985086;8.444249301319704E-33
1;14200;6552.888290017247;14108.170665653714;18958.91449487851;1.353245074796807E-35;7.378697629483851E-51;6.755485910170395E-35;1.5728889644974097E-12
1;14300;6552.888290017247;14067.792904862119;18521.93535413537;1.353245074796807E-35;7.378697629483851E-51;6.755485910170395E-35;1.599918047483659E-5
1;14400;6552.584785045001;14757.225254662013;18641.24948913875;1.353245074796807E-35;7.378697629483851E-51;6.755485910170395E-35;3.8402555935467355E-4
1;14500;6552.584785045001;14568.960560409432;19819.193168492733;1.353245074796807E-35;7.378697629483851E-51;6.755485910170395E-35;0.0096922828800151
1;14600;6552.584785045001;7574.471257733088;8855.077630082189;1.353245074796807E-35;7.378697629483851E-51;1.228878648436167E-7;1.3532416215663136E-35
1;14700;6546.32879839511;7225.180305654673;8481.664419381585;1.353245074796807E-35;7.378697629483851E-51;0.049920737476608;1.3532416215663136E-35
1;14800;6546.32879839511;7257.903467244041;8385.512693618459;1.353245074796807E-35;7.378697629483851E-51;0.009600123863040003;1.3532416215663136E-35
1;14900;6546.32879839511;7256.456275899844;8841.314128246824;1.353245074796807E-35;7.378697629483851E-51;0.00961597931520002;1.3532416215663136E-35
1;15000;6546.32879839511;7295.254808815907;8428.066606316255;1.353245074796807E-35;7.378697629483851E-51;3.840058982400001E-4;1.3532416215663136E-35
1;15100;6545.520111353669;7965.023010973714;10130.151068784235;7.37478183385421E-7;7.378697629483851E-51;1.0808639106043422E-37;3.24259311521257E-36
2;100;6710.193012561423;7628.5580869783325;9378.28545262812;6.821213515903481E-14;3.125000000000013E-72;0.1599792625755249;6.82121046658487E-14
2;200;6694.631502579397;7384.900516042227;8303.255429115672;3.4106067579517404E-14;3.125000000000013E-72;0.1782718611418236;6.82121046658487E-14
2;300;6662.237154011257;7827.43511708245;10111.754239549271;0.24852161548260593;3.125000000000013E-72;2.731149779949293E-13;1.7053026166462173E-14
2;400;6653.563685711693;7402.874069275738;8462.2188030972;7.680536126757531E-14;3.125000000000013E-72;0.028454647976084144;1.7053026166462173E-14
2;500;6625.444766928756;7398.269817298038;8974.103064446968;1.9201340316893827E-14;3.125000000000013E-72;0.03298187311738731;1.7053026166462173E-14
2;600;6621.603709487588;7346.773227873324;8578.45293490464;1.9201340316893827E-14;3.125000000000013E-72;0.03754062904933032;1.7053026166462173E-14
2;700;6615.356305216626;7370.8492767304915;8961.905373876896;1.9201340316893827E-14;3.125000000000013E-72;3.371047880360581E-4;1.7053026166462173E-14
2;800;6611.954932029075;7946.908678003285;10274.210241689412;0.07663709637418031;3.125000000000013E-72;1.535439775594928E-13;1.7053026166462173E-14
2;900;6610.6285253793885;7961.393545676443;10244.736706794698;0.19045045673905606;3.125000000000013E-72;7.67719887797464E-14;1.7053026166462173E-14
2;1000;6610.374637544395;7873.669004348713;9724.622633225772;0.15703256547023334;3.125000000000013E-72;7.67719887797464E-14;1.7053026166462173E-14
2;1100;6607.734820444977;7907.842340528628;10109.039770818015;0.0012680590355341414;3.125000000000013E-72;9.5964985974683E-15;3.410605947976484E-14
2;1200;6607.734820444977;8015.712707826197;9983.1643330135;0.18750688433660956;3.125000000000013E-72;9.5964985974683E-15;3.410605947976484E-14
2;1300;6602.6973965996785;14426.12639630837;18716.77860472509;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.17036363961034823
2;1400;6602.6973965996785;14780.146661583449;19517.955909784083;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.04248332977404068
2;1500;6602.6973965996785;15264.488753951415;20763.707813442397;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.0517845243238841
2;1600;6602.6973965996785;14469.586811563906;20623.377499470043;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.1602569103415596
2;1700;6602.6973965996785;15031.95063281314;19369.267857789055;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;3.676421661491877E-5
2;1800;6587.927187924216;14706.669531213005;19445.945837597155;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.17351188800239575
2;1900;6587.927187924216;14710.104861135054;19591.721112178177;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.00941183626875971
2;2000;6587.927187924216;14477.871632635446;18695.594089012997;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.03808884017056744
2;2100;6587.5148871287265;14650.476463768013;19855.682067013528;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.02907716691274833
2;2200;6583.83135402554;14955.226893567735;19741.76392362384;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.20339827998115184
2;2300;6583.83135402554;14809.227217878715;20727.297537409624;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.03823947091587539
2;2400;6583.83135402554;14696.152926158007;19786.025023709277;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.004833984375818545
2;2500;6583.83135402554;14516.02972786127;18567.75662676599;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.0035213473973812843
2;2600;6581.678583319808;14881.451842145672;20949.603239618526;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;5.5235694298974916E-5
2;2700;6581.678583319808;14748.486602127197;20225.137629283297;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;2.609660189088539E-4
2;2800;6581.678583319808;14574.391255713;19022.715257556963;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.2443433784999077
2;2900;6581.678583319808;14610.26657076698;18562.40360660593;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;1.6986584141899454E-9
2;3000;6581.678583319808;14630.304894624653;19369.99069244104;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.15000915531767703
2;3100;6581.678583319808;14010.041678178051;18645.176420021282;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.04482425451278797
2;3200;6581.678583319808;15098.528852754262;19174.95654363408;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.15125441998488942
2;3300;6581.678583319808;14698.19033316038;19268.65787979052;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;2.9769446714880145E-4
2;3400;6581.678583319808;14472.484373655547;18871.14564351156;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.005134463345532957
2;3500;6574.378040462436;14787.694016595684;21275.734351356292;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.16992223379565985
2;3600;6571.636466317483;14988.341809198744;18780.580034561346;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;3.1206670730659963E-4
2;3700;6571.636466317483;14474.277509035079;20371.414078730013;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.06096611715404808
2;3800;6571.636466317483;14634.380325880706;19657.55484205751;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.11281270996017355
2;3900;6571.636466317483;14586.593768859273;18388.662722711957;9.237402757747725E-18;3.125000000000013E-72;9.371580661590137E-18;0.028180217813758256
