id;iteration_number;min_solution;avg_solution;max_solution;PMX;CX;OX;OPX;OurCX
1;9600;6518.492502054437;6614.765265266152;7989.981006190758;0.06;0.3;0.0596159999606779;0.3;0.3
1;9700;6518.492502054437;6572.346603739795;7200.715550285352;0.3;0.3;0.2999999999996853;0.3;0.3
1;9800;6518.492502054437;6596.2449440480195;7863.888178706706;0.252;0.3;0.2999999999999874;0.3;0.3
1;9900;6518.492502054437;6575.775808598874;7541.468801187092;0.3;0.3;0.2999999754239995;0.3;0.3
1;10000;6518.492502054437;6589.656578118891;7972.301668475037;0.3;0.3;0.29808;0.3;0.3
1;10100;6518.492502054437;6594.520827495072;8386.49606760762;0.3;0.3;0.2999999950848;0.3;0.3
1;10200;6518.492502054437;6589.46971373798;7351.346156862779;0.3;0.3;0.3;0.3;0.3
1;10300;6518.492502054437;6591.660858476527;7393.539828463658;0.3;0.3;0.3;0.3;0.3
1;10400;6518.492502054437;6619.805023013663;7878.913996261605;0.2999999999999975;0.3;0.0599232;0.3;0.3
1;10500;6518.492502054437;6549.784340706737;7370.22081965455;0.299999999803392;0.3;0.011999995084799476;0.3;0.3
1;10600;6556.177275455895;6585.990670964841;7292.427465971337;0.299996928;0.3;3.841228894502703E-4;0.3;1.0E-4
1;10700;6556.167645833984;6623.88860941601;7609.435528239224;0.3;0.3;0.0023999999999874174;0.3;1.0E-4
1;10800;6556.165003125566;6592.115964922165;7126.927997157406;0.3;0.3;0.0023999999996854276;0.3;0.3
1;10900;6556.165003125566;6636.70926997728;7854.83020875026;0.3;0.3;0.2904;0.3;0.3
1;11000;6556.165003125566;6612.815763873863;7606.142591460335;0.3;0.3;0.29999999995281157;0.3;0.3
1;11100;6556.165003125566;6622.997169855789;7586.6568031719635;0.299999999803392;0.3;0.06;0.3;0.3
1;11200;6556.165003125566;6627.196020118609;7830.031751297119;0.3;0.3;0.29999999901696;0.3;0.3
1;11300;6556.165003125566;6618.754402611159;7511.42560526827;0.3;0.3;0.002015975415821107;0.3;0.3
1;11400;6556.165003125566;6609.892811562555;7440.339463884993;0.3;0.3;0.29999999979552766;0.3;0.3
1;11500;6541.8050558342875;6605.362979608455;7534.963651592796;0.3;0.3;0.3;0.3;0.3
1;11600;6541.8050558342875;6580.976003467312;7089.863827240957;0.2999999999996854;0.3;0.3;0.3;0.3
1;11700;6538.721610502068;6583.662390779263;7178.097694059724;0.2999999999999999;0.3;0.2999998525439995;0.3;0.3
1;11800;6537.783643020017;6603.2662999522745;8338.585262162043;0.3;0.3;0.05999999508473406;0.3;0.3
1;11900;6534.505294779336;6606.897546343389;7770.641388800117;0.3;0.3;0.05999999999993708;0.3;0.3
1;12000;6534.505294779336;6583.840060462394;7205.444252643511;0.3;0.3;0.011984640000000001;0.3;0.3
1;12100;6534.505294779336;6639.479714095318;7884.236213764884;0.2999999950848;0.3;0.012;0.3;0.3
1;12200;6534.505294779336;6615.3316351625135;7723.356796371061;0.3;0.3;0.2980799999999874;0.3;0.3
1;12300;6534.505294779336;6603.740910499699;7662.6874593703;0.3;0.3;0.2980798771199874;0.3;0.3
1;12400;6534.505294779336;6606.146676669504;7791.66525168978;0.3;0.3;0.2980799999921357;0.3;0.3
1;12500;6534.505294779336;6595.077273568496;8093.363643146812;0.3;0.3;0.29998451712;0.3;0.3
1;12600;6534.505294779336;6597.929962399213;7714.300799681649;0.29999999999213567;0.3;0.29808;0.3;0.3
1;12700;6534.505294779336;6586.133408430099;7106.699139750461;0.3;0.3;0.2999999989776384;0.3;0.3
1;12800;6534.505294779336;6604.999095331115;8062.090681201092;0.3;0.3;0.06;0.3;0.3
1;12900;6602.379572343452;6660.378140076865;7456.500125719813;0.3000000000005243;0.3;3.686596608508158E-6;0.3;1.0E-4
1;13000;6596.472528824022;6636.183412527749;7151.362657374968;0.299999999998427;0.3;3.686596608508158E-6;0.3;1.0E-4
1;13100;6596.472528824022;6657.005532585084;7491.746054730123;0.3;0.3;3.686596608508158E-6;0.3;0.06
1;13200;6596.472528824022;6628.3255346004125;7119.26722164813;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13300;6596.472528824022;6648.375662129128;7439.388028504294;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13400;6591.822128338674;6649.990121519548;7479.92520469044;0.29998464;0.3;3.686596608508158E-6;0.29999999999213567;0.3
1;13500;6589.723950844943;6675.458654290896;7675.029350763083;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13600;6589.723950844943;6641.657720644007;7605.636529856727;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13700;6589.723950844943;6641.083646338525;7642.91596215812;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13800;6589.723950844943;6638.311819052073;7787.354540085865;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;13900;6589.723950844943;6646.510349074238;7385.8205549135655;0.2999232;0.3;3.686596608508158E-6;0.3;0.3
1;14000;6589.723950844943;6644.458535278756;7529.343091513162;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;14100;6589.723950844943;6653.001107486148;7351.413413710198;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;14200;6589.723950844943;6639.002565503041;7497.26632275255;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;14300;6589.723950844943;6664.972529227073;7529.343091513162;0.29999987711998743;0.3;3.686596608508158E-6;0.3;0.3
1;14400;6589.723950844943;6662.484779795611;7697.307472496635;0.3;0.3;3.686596608508158E-6;0.3;0.3
1;14500;6589.723950844943;6626.64360165345;7412.905902581048;0.3;0.3;3.686596608508158E-6;0.252;0.3
1;14600;6582.48954976338;6635.7463908178825;7310.713057829491;0.29999999999213567;0.3;7.990247430291862E-5;0.30000000032768;1.0E-4
1;14700;6581.969266207919;6650.9830260546205;7607.179730817697;0.2999999999999999;0.3;7.990247430291862E-5;0.3;0.3
1;14800;6581.969266207919;6646.865671535096;7284.003878819883;0.3;0.3;7.990247430291862E-5;0.3;0.3
1;14900;6581.969266207919;6644.531070227274;7753.395240237462;0.2999999999996854;0.3;0.05999999999968493;0.3;0.3
1;15000;6581.969266207919;6659.8112839574005;7901.346167098077;0.3;0.3;0.3;0.3;0.3
1;15100;6581.969266207919;6622.119966574611;7789.803645109186;0.3;0.3;0.299616;0.3;0.3
2;100;6544.275098149515;6600.3843519507955;8256.09164882553;0.3109375001629815;0.29999999999999993;0.29994274342898275;0.30000000000000004;0.30000000000000004
2;200;6543.253619402273;6631.4068403491565;7607.8932171092565;0.29999999999999993;0.30000000000000004;0.2999954223621867;0.29999999999999993;0.29999999999999993
2;300;6543.253619402273;6603.556118607067;7589.3776782438335;0.29999999217689033;0.30000000000000004;0.14941406249999112;0.29999999999999993;0.29999999999999993
2;400;6543.253619402273;6606.18777403647;7654.3680003867;0.26249999999999996;0.30000000000000004;0.29999971389770397;0.29999999999999993;0.29999999999999993
2;500;6543.253619402273;6600.68551933619;7442.379296919308;0.29999999999999993;0.30000000000000004;0.2624633789051542;0.29999999999999993;0.29999999999999993
2;600;6543.253619402273;6589.608302170247;7408.08771754154;0.29999999999999993;0.30000000000000004;0.29999999999996474;0.29999999999999993;0.29999999999999993
2;700;6543.253619402273;6646.123532385304;8023.929319578376;0.2994140624978172;0.30000000000000004;0.14904727934699197;0.29999999999999993;0.29999999999999993
2;800;6543.253619402273;6637.06557533125;8236.656367083438;0.29999999999999993;0.30000000000000004;0.26235294306679846;0.29999999999999993;0.29999999999999993
2;900;6543.253619402273;6596.082279317592;7654.3680003867;0.29999999999999993;0.30000000000000004;0.2999999999999656;0.29999999999999993;0.29999999999999993
2;1000;6543.253619402273;6621.953530808716;7917.06550341436;0.29985351562499996;0.30000000000000004;0.1464843213557856;0.29999999999999993;0.29999999999999993
2;1100;6543.253619402273;6616.457798486835;7425.16876714904;0.2994140624999659;0.30000000000000004;0.29998168945308534;0.29999999999999993;0.29999999999999993
2;1200;6543.253619402273;6618.052282072525;7437.975103344256;0.14882812499999998;0.30000000000000004;0.2998523689107969;0.29999999999999993;0.29999999999999993
2;1300;6543.253619402273;6609.548237215637;7381.589540524669;0.14999999999999997;0.30000000000000004;0.2999999999956344;0.29999999999999993;0.29999999999999993
2;1400;6543.253619402273;6626.363580625243;8213.009042988151;0.29999999986030157;0.30000000000000004;0.22499878406524657;0.29999999999999993;0.29999999999999993
2;1500;6543.253619402273;6604.542326550075;7770.152244220268;0.29999999999999993;0.30000000000000004;0.2999999955296505;0.29999999999999993;0.29999999999999993
2;1600;6543.251599032146;6619.384363322889;8217.947698306363;0.29999999999999993;0.30000000000000004;0.29999999999999993;0.29999999999999993;0.29999999999999993
2;1700;6557.957658954827;6614.619675350584;7724.298215066906;0.2997070312489074;0.29999999999999993;0.1452380776143123;0.29996280663181096;1.0E-4
2;1800;6551.097788989969;6605.165748565588;7476.818154004216;0.29999999999999993;0.30000000000000004;0.29999999999986326;0.29999999999999993;1.0E-4
2;1900;6551.097788989969;6610.086138810182;7531.0157654729355;0.29999999999999993;0.30000000000000004;0.29999084018622846;0.29999999999999993;0.29999999999999993
2;2000;6551.097788989969;6626.203641157715;8083.729706840511;0.2976562497206032;0.30000000000000004;0.2976539567110194;0.29999999999999993;0.29999999999999993
2;2100;6551.097788989969;6622.761175905709;7594.712110748764;0.2999999999999915;0.29999999999999993;0.29999985686154107;0.29999999999999993;0.29999999999999993
2;2200;6551.097788989969;6636.419828694475;7309.443860187347;0.29999999999999993;0.29999999999999993;0.2999998390674591;0.2999999910593033;0.29999999999999993
2;2300;6551.097788989969;6640.049641618414;7584.657312302101;0.29999542236328125;0.29999999999999993;0.07499999999999998;0.29999999999999993;0.29999999999999993
2;2400;6551.097788989969;6614.950320593082;7746.340219302172;0.2999999999999978;0.29999999999999993;0.22499999999999998;0.29999999999999993;0.29999999999999993
2;2500;6551.097788989969;6612.101919884356;7386.938539232184;0.2999999999999997;0.29999999999999993;0.2999994276557093;0.29999999999999993;0.29999999999999993
2;2600;6551.097788989969;6615.959992502668;7523.62545562343;0.29998168945310794;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.29999999999999993
2;2700;6551.097788989969;6618.58677743619;7581.082559030967;0.29999771118164065;0.29999999999999993;0.2812499988736785;0.29999999999999993;0.29999999999999993
2;2800;6551.097788989969;6702.669015237343;8135.890391566147;0.29999771118164065;0.29999999999999993;0.29985351533250626;0.29999999999999993;0.29999999999999993
2;2900;6530.7807932798205;6580.859734671312;7595.603951554561;0.29607543833553784;0.30000000000000004;5.138423679085239E-4;0.30000000000000004;0.30000000000000004
2;3000;6526.353861187325;6611.204870492313;7903.320688468779;0.29999999105930275;0.30000000000000004;0.27890624957865157;0.30000000000000004;0.30000000000000004
2;3100;6525.992462138384;6606.149253914404;7495.754158293727;0.2999999999999996;0.29999999999999993;0.29765510557332386;0.29999999999999993;0.29999999999999993
2;3200;6525.992462138384;6583.214944983879;8005.547726433728;0.2999999910593033;0.29999999999999993;0.1476551055908203;0.29999999999999993;0.29999999999999993
2;3300;6525.992462138384;6586.449614551924;7748.2386258971255;0.14999999999999997;0.29999999999999993;0.2976562448311597;0.29999999999999993;0.29999999999999993
2;3400;6525.992462138384;6578.596459795807;7334.263143950701;0.29999999999999993;0.29999999999999993;0.29999767541884526;0.29999999999999993;0.29999999999999993
2;3500;6525.992462138384;6599.863283504133;7966.383144526945;0.29999999999999993;0.29999999999999993;0.29999998210105416;0.29999999999999993;0.29999999999999993
2;3600;6525.992462138384;6574.241284069494;7396.044566784783;0.2994140625;0.29999999999999993;0.29999996422848196;0.29999999999999993;0.29999999999999993
2;3700;6525.992462138384;6578.653714007211;7651.449140003452;0.29999999999999993;0.29999999999999993;0.2932617187150754;0.29999999999999993;0.29999999999999993
2;3800;6525.992462138384;6570.502240092509;7295.695015665202;0.2999999994412065;0.29999999999999993;0.29999999999999993;0.29999999999999993;0.29999999999999993
2;3900;6525.992462138384;6585.087045885387;7416.235656980441;0.29999999999999993;0.29999999999999993;0.2999999955293787;0.29999999999999993;0.29999999999999993
2;4000;6525.992462138384;6564.826669593632;7075.766298118557;0.29999999999998295;0.29999999999999993;0.299999982118598;0.29999999999999993;0.29999999999999993
2;4100;6548.6466270789;6610.733077722698;7710.202860208431;0.1497070309662275;0.29999999999999993;0.2610328602048856;0.28125;0.30000000000000004
2;4200;6521.930135965474;6563.834993921893;7530.60040070031;0.29999999999999993;0.30000000000000004;0.2999999998570274;0.30000000000000004;0.30000000000000004
2;4300;6520.512815909718;6613.907415339637;7837.977165520997;0.2578102111816406;0.30000000000000004;0.1499954222932956;0.29999999999999993;0.30000000000000004
2;4400;6520.512815909718;6611.246897834708;9101.631383781003;0.29999999999999993;0.30000000000000004;0.2249999640800503;0.29999999999999993;0.30000000000000004
2;4500;6520.512815909718;6570.192116964161;7366.615054632169;0.29999999999999993;0.30000000000000004;0.2999999999301508;0.29999999999999993;0.29999999999999993
2;4600;6520.512815909718;6618.73192730232;7944.743241034919;0.29999999999999993;0.30000000000000004;0.1107421874999659;0.29999999999999993;0.29999999999999993
2;4700;6520.512815909718;6594.15374008073;8078.516309218056;0.2999999999301508;0.30000000000000004;0.2998168945268812;0.29999999999999993;0.29999999999999993
2;4800;6520.512815909718;6627.689835911977;7853.425866147171;0.2999988555908202;0.30000000000000004;0.13828008763957342;0.29999999999999993;0.29999999999999993
2;4900;6520.512815909718;6563.478651661936;7250.9671047651245;0.29999999999999993;0.30000000000000004;0.29999999999993043;0.29999999999999993;0.29999999999999993
2;5000;6520.512815909718;6574.348615158011;7538.607172814804;0.29999999999999993;0.30000000000000004;0.1499267578124976;0.29999999999999993;0.29999999999999993
2;5100;6518.579570459277;6593.017814979457;7783.536533769149;0.29999999999999993;0.30000000000000004;0.1312405228614807;0.30000000000000004;0.29999999999999993
2;5200;6518.579570459277;6585.114142737771;7393.21670189493;0.29999999999999993;0.30000000000000004;0.2990478492573061;0.30000000000000004;0.29999999999999993
2;5300;6518.579570459277;6573.770937478867;7316.973693967303;0.29999999999999993;0.30000000000000004;0.2997070288729442;0.29999999999999993;0.29999999999999993
2;5400;6518.579570459277;6556.355981186778;7351.440611105986;0.29999999986030157;0.30000000000000004;0.2999999999890772;0.29999999999999993;0.29999999999999993
2;5500;6518.579570459277;6602.744448647873;7902.728923184919;0.29999999999999993;0.30000000000000004;0.26189546557140786;0.29999999999999993;0.29999999999999993
2;5600;6518.579570459277;6615.146289190959;8148.019685816539;0.2999999888241291;0.30000000000000004;0.24374999888021306;0.29999999999999993;0.29999999999999993
2;5700;6518.579570459277;6594.046952403179;8306.27909112758;0.29999999999999993;0.30000000000000004;0.12890503350426813;0.29999999999999993;0.29999999999999993
2;5800;6518.579570459277;6563.911221326471;7083.10462363754;0.29999999999999993;0.30000000000000004;0.29970703118015074;0.29999999999999993;0.29999999999999993
2;5900;6518.579570459277;6571.2555532610195;7430.710210491973;0.29999999999999993;0.30000000000000004;0.2999954221515463;0.29999999999999993;0.29999999999999993
2;6000;6518.579570459277;6588.1981228262475;7581.625562303218;0.29999999999993177;0.30000000000000004;0.2999999999912688;0.29999999999999993;0.29999999999999993
2;6100;6600.774283936959;6672.397508339752;7416.2545559863065;0.2999267572537059;0.29999999999999993;5.959740096841869E-4;0.3000000000000004;0.30000000000000004
2;6200;6595.851365020613;6657.194035273358;7613.286841059586;0.29999999999999993;0.30000000000000004;0.2999908044410403;0.29999999999999993;0.30000000000000004
2;6300;6595.851365020613;6663.503799331812;7491.71251265334;0.29999999999999993;0.30000000000000004;0.2999267572362442;0.29999999999999993;0.29999999999999993
2;6400;6595.851365020613;6675.533326594862;8351.439495956109;0.29999999999999993;0.30000000000000004;0.29501895904541015;0.29999999999999993;0.29999999999999993
2;6500;6595.851365020613;6643.099391935947;7494.1267958640765;0.29999999999999993;0.29999999999999993;0.290606653690336;0.29999999999999993;0.29999999999999993
2;6600;6595.851365020613;6686.3015555724305;8005.354523869084;0.29062499999999986;0.29999999999999993;0.2993957519356627;0.29999999999999993;0.29999999999999993
2;6700;6595.851365020613;6660.649385740126;7438.854247680403;0.2999999999999957;0.29999999999999993;0.2998340427870009;0.29999999999999993;0.29999999999999993
2;6800;6595.851365020613;6681.844277787946;7839.501207991763;0.29999999986030157;0.29999999999999993;0.07031249887791088;0.29999999999999993;0.29999999999999993
2;6900;6595.851365020613;6645.763239765857;7234.391277297303;0.29999999999999993;0.29999999999999993;0.29999988600557115;0.29999999999999993;0.29999999999999993
2;7000;6595.851365020613;6670.40457512606;9069.008629797016;0.2999997138977051;0.29999999999999993;0.29882780285552146;0.29999999999999993;0.29999999999999993
2;7100;6595.851365020613;6664.548189187297;7711.650677022162;0.29999999999999993;0.29999999999999993;0.299981686100363;0.29999999999999993;0.29999999999999993
2;7200;6581.638802834371;6678.190121767584;7361.527131444977;0.23378384450042444;0.2999816849478517;0.004458251632900352;0.2999999865878632;1.0E-4
2;7300;6546.05404137428;6593.334586831309;7208.792096932778;0.29999985694885256;0.30000190734863286;0.29999999999972715;0.30000000000000004;1.0E-4
