
1;1.5;50;0.5;0.5;0;0;11;100000;[[1, 500], [1, 70], [1, 575], [1, 50], [2, 60], [2, 20], [2, 90], [1, 650], [2, 500], [1, 90], [2, 30], [1, 80], [2, 100], [2, 90], [2, 90], [2, 30], [2, 20], [1, 425], [1, 875], [1, 10], [1, 60], [2, 50], [2, 70], [1, 20], [2, 60], [2, 650], [2, 40], [1, 425], [1, 30], [2, 50], [2, 90], [2, 875], [2, 425], [2, 80], [2, 20], [1, 40], [2, 575], [1, 20], [1, 100], [2, 40], [1, 500], [2, 40], [2, 500], [2, 100], [2, 70], [1, 10], [2, 60], [1, 425], [1, 70], [2, 90]];1259.7706693030664;1287.0814424509333;[46, 20, 38, 24, 6, 35, 23, 17, 12, 29, 16, 11, 49, 2, 10, 4, 39, 21, 42, 36, 40, 27, 22, 30, 5, 47, 25, 45, 34, 50, 15, 31, 14, 7, 13, 44, 18, 48, 1, 28, 41, 3, 19, 8, 33, 9, 43, 37, 26, 32];185;14;496;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
2;1.5;50;0.5;0.5;1;0;11;100000;[[2, 100], [1, 100], [1, 90], [1, 10], [1, 80], [1, 20], [1, 10], [2, 10], [2, 725], [2, 80], [1, 20], [2, 725], [1, 50], [1, 575], [1, 350], [2, 60], [2, 80], [2, 90], [2, 90], [2, 875], [1, 100], [2, 30], [1, 875], [1, 40], [1, 80], [2, 80], [2, 500], [1, 50], [2, 500], [1, 200], [1, 60], [1, 650], [2, 60], [1, 60], [2, 30], [2, 30], [1, 30], [1, 80], [1, 60], [1, 30], [2, 425], [1, 70], [2, 50], [1, 50], [2, 20], [1, 30], [1, 10], [2, 20], [1, 40], [1, 90]];701.1508383999823;717.5494840833046;[7, 4, 6, 47, 37, 11, 8, 40, 46, 24, 28, 13, 45, 48, 49, 22, 36, 35, 44, 39, 31, 34, 3, 5, 25, 30, 42, 50, 38, 21, 2, 43, 16, 33, 26, 17, 10, 19, 18, 1, 14, 15, 23, 32, 41, 27, 29, 9, 12, 20];3120;95;441;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
3;1.5;50;0.5;0.5;2;0;11;100000;[[1, 275], [2, 20], [2, 70], [1, 875], [2, 50], [2, 80], [1, 60], [2, 20], [1, 425], [1, 275], [1, 30], [1, 70], [2, 60], [1, 90], [2, 80], [1, 10], [1, 70], [2, 40], [1, 70], [1, 275], [1, 20], [1, 50], [2, 350], [1, 575], [1, 500], [2, 30], [2, 70], [2, 30], [1, 50], [1, 200], [1, 575], [1, 425], [1, 40], [2, 90], [2, 70], [2, 100], [2, 200], [1, 275], [1, 80], [2, 70], [1, 350], [1, 575], [1, 90], [1, 40], [2, 20], [2, 275], [1, 60], [2, 800], [1, 650], [2, 425]];961.303855211657;1002.3209394281209;[45, 8, 2, 11, 44, 33, 12, 29, 22, 16, 7, 47, 21, 39, 28, 26, 43, 14, 17, 19, 18, 5, 13, 3, 27, 35, 40, 6, 15, 34, 36, 20, 10, 38, 30, 41, 1, 32, 25, 37, 46, 24, 9, 42, 4, 49, 23, 50, 31, 48];8678;259;475;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
4;1.5;50;0.5;0.5;3;0;11;100000;[[1, 100], [1, 90], [1, 40], [1, 40], [1, 30], [1, 40], [2, 30], [1, 350], [2, 40], [1, 50], [1, 10], [1, 275], [1, 650], [1, 30], [2, 60], [1, 800], [2, 80], [1, 60], [1, 275], [1, 100], [1, 500], [1, 60], [2, 70], [1, 725], [2, 60], [2, 70], [2, 60], [1, 40], [1, 200], [1, 80], [1, 800], [1, 90], [1, 50], [1, 350], [1, 875], [1, 80], [2, 425], [1, 90], [1, 100], [1, 70], [1, 800], [1, 90], [1, 10], [1, 10], [1, 425], [2, 80], [1, 20], [2, 100], [1, 725], [1, 575]];731.7547238865033;780.1136621785679;[44, 6, 17, 28, 47, 5, 14, 43, 3, 22, 4, 18, 10, 40, 11, 33, 30, 7, 9, 42, 1, 2, 32, 36, 39, 38, 20, 15, 27, 25, 26, 23, 46, 48, 29, 12, 19, 8, 34, 45, 21, 50, 13, 49, 24, 16, 31, 41, 35, 37];8970;223;393;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
5;1.5;50;0.5;0.5;4;0;11;100000;[[1, 80], [1, 50], [1, 50], [2, 200], [2, 50], [1, 80], [1, 90], [2, 20], [1, 20], [1, 10], [1, 60], [1, 650], [2, 50], [2, 350], [1, 50], [1, 80], [2, 60], [1, 650], [2, 50], [1, 200], [1, 60], [1, 725], [2, 20], [2, 425], [1, 275], [1, 875], [1, 40], [1, 875], [1, 40], [1, 60], [1, 650], [1, 100], [1, 50], [1, 10], [2, 30], [2, 10], [1, 90], [1, 10], [1, 10], [2, 20], [1, 60], [1, 100], [1, 70], [1, 80], [1, 350], [1, 725], [1, 30], [1, 575], [2, 70], [1, 10]];474.0463717798183;506.7154220836717;[38, 39, 50, 47, 9, 36, 23, 8, 40, 10, 33, 27, 15, 34, 2, 29, 30, 21, 11, 16, 41, 7, 35, 43, 44, 6, 1, 37, 32, 5, 19, 13, 17, 49, 42, 25, 20, 3, 45, 4, 48, 31, 12, 18, 22, 46, 28, 26, 14, 24];1119;31;419;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
6;1.5;50;0.5;0.5;5;0;11;100000;[[2, 60], [1, 30], [1, 20], [1, 425], [1, 60], [1, 10], [2, 100], [1, 10], [2, 200], [1, 70], [2, 20], [1, 50], [1, 70], [1, 100], [1, 20], [1, 350], [1, 350], [1, 80], [1, 30], [1, 90], [1, 30], [1, 100], [2, 575], [2, 425], [1, 60], [1, 10], [1, 80], [1, 200], [1, 20], [1, 30], [2, 50], [1, 40], [1, 20], [2, 30], [1, 30], [1, 50], [1, 275], [1, 30], [1, 100], [2, 275], [2, 275], [1, 20], [1, 650], [1, 50], [2, 60], [1, 40], [1, 40], [1, 20], [1, 60], [2, 40]];174.23305576555282;181.84285198485475;[6, 8, 42, 15, 3, 26, 29, 2, 33, 35, 46, 48, 30, 38, 32, 47, 5, 36, 44, 19, 25, 12, 18, 11, 34, 50, 21, 49, 13, 27, 14, 22, 10, 20, 39, 31, 1, 45, 7, 28, 37, 16, 43, 17, 4, 9, 40, 41, 24, 23];10580;278;418;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
7;1.5;50;0.5;0.5;6;0;11;100000;[[1, 40], [2, 800], [2, 50], [1, 20], [2, 30], [2, 40], [1, 200], [1, 100], [1, 90], [1, 275], [1, 40], [1, 30], [2, 70], [2, 200], [1, 100], [2, 40], [1, 60], [2, 70], [1, 30], [1, 20], [1, 40], [1, 30], [1, 80], [2, 10], [2, 50], [1, 40], [1, 40], [1, 575], [2, 60], [2, 80], [2, 90], [1, 650], [1, 875], [1, 100], [1, 80], [1, 60], [1, 575], [1, 20], [2, 875], [1, 10], [1, 100], [1, 200], [1, 60], [1, 50], [1, 350], [1, 80], [2, 80], [1, 70], [1, 200], [2, 100]];393.23581881384143;412.0400231408263;[24, 40, 19, 38, 4, 22, 12, 46, 11, 21, 44, 1, 20, 26, 48, 27, 17, 43, 36, 9, 5, 16, 6, 34, 8, 35, 23, 25, 3, 29, 7, 15, 13, 18, 47, 30, 31, 50, 42, 45, 49, 10, 14, 41, 28, 37, 33, 32, 2, 39];1646;59;472;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
8;1.5;50;0.5;0.5;7;0;11;100000;[[1, 60], [1, 50], [2, 40], [2, 10], [1, 725], [2, 90], [1, 50], [1, 10], [1, 100], [1, 70], [1, 80], [1, 70], [1, 20], [1, 875], [1, 200], [2, 100], [1, 80], [2, 10], [1, 70], [1, 100], [1, 500], [2, 90], [1, 30], [2, 20], [1, 100], [1, 60], [1, 70], [1, 725], [2, 50], [1, 40], [1, 60], [1, 90], [2, 50], [1, 10], [1, 50], [2, 40], [2, 60], [1, 70], [2, 70], [2, 800], [1, 650], [1, 275], [1, 70], [1, 30], [1, 30], [2, 275], [1, 90], [1, 20], [1, 425], [1, 650]];357.11968205259365;381.7921710656487;[4, 35, 18, 13, 34, 30, 26, 48, 44, 23, 45, 24, 1, 8, 19, 2, 38, 7, 43, 31, 32, 17, 12, 27, 47, 11, 10, 20, 3, 36, 9, 25, 33, 29, 37, 39, 6, 22, 16, 42, 15, 49, 46, 41, 21, 5, 50, 14, 28, 40];4369;133;449;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
9;1.5;50;0.5;0.5;8;0;11;100000;[[1, 275], [1, 650], [2, 90], [1, 40], [1, 10], [1, 10], [2, 350], [1, 30], [1, 650], [1, 70], [2, 70], [1, 100], [2, 50], [1, 40], [2, 80], [1, 80], [1, 90], [1, 60], [1, 40], [1, 100], [1, 200], [1, 500], [1, 20], [1, 725], [1, 20], [1, 70], [1, 10], [1, 575], [1, 10], [2, 10], [1, 100], [1, 575], [2, 20], [1, 70], [2, 650], [1, 90], [1, 60], [2, 40], [1, 80], [1, 60], [1, 875], [1, 50], [2, 80], [2, 275], [1, 70], [1, 30], [1, 90], [2, 90], [1, 70], [1, 575]];483.4516472453507;511.55512779067635;[29, 5, 6, 27, 30, 25, 23, 8, 46, 33, 42, 14, 19, 4, 40, 37, 34, 45, 39, 18, 26, 49, 10, 36, 38, 47, 31, 16, 17, 20, 13, 11, 15, 43, 3, 48, 1, 28, 21, 22, 32, 50, 12, 44, 9, 2, 41, 24, 7, 35];4253;116;406;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
10;1.5;50;0.5;0.5;9;0;11;100000;[[2, 20], [1, 50], [1, 575], [2, 575], [2, 20], [2, 70], [1, 20], [2, 80], [2, 50], [2, 50], [1, 70], [1, 200], [1, 650], [2, 50], [2, 425], [2, 350], [1, 50], [1, 350], [1, 90], [1, 40], [1, 575], [2, 10], [2, 40], [2, 70], [2, 40], [1, 70], [1, 500], [1, 100], [1, 30], [1, 60], [1, 40], [1, 100], [2, 80], [1, 80], [2, 40], [1, 275], [1, 50], [1, 50], [1, 875], [2, 30], [2, 20], [1, 90], [2, 90], [1, 10], [1, 275], [2, 60], [1, 60], [2, 90], [1, 100], [1, 10]];393.0504380027369;412.08330584851024;[44, 29, 7, 22, 5, 1, 41, 50, 31, 20, 37, 2, 38, 47, 30, 17, 28, 26, 11, 34, 40, 25, 23, 42, 19, 32, 49, 14, 10, 9, 46, 6, 24, 33, 8, 48, 43, 12, 45, 36, 35, 18, 21, 27, 3, 13, 39, 16, 15, 4];2432;67;436;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true




11;1.5;50;0.5;0.5;10;0;11;100000;[[1, 90], [1, 60], [1, 90], [1, 350], [1, 90], [1, 40], [1, 425], [1, 30], [1, 100], [1, 650], [1, 70], [1, 80], [1, 70], [1, 60], [1, 425], [1, 70], [1, 100], [1, 20], [1, 500], [1, 60], [1, 725], [1, 100], [1, 10], [1, 50], [1, 725], [1, 40], [1, 70], [1, 650], [1, 30], [1, 100], [1, 90], [1, 50], [1, 90], [1, 10], [1, 30], [1, 50], [1, 275], [1, 275], [1, 60], [1, 100], [1, 200], [1, 30], [1, 500], [1, 60], [1, 60], [1, 650], [1, 50], [1, 20], [1, 80], [1, 10]];261.16000009251337;286.95207325867403;[50, 23, 34, 18, 48, 8, 29, 42, 35, 26, 24, 32, 36, 47, 20, 45, 14, 44, 39, 2, 11, 16, 27, 13, 49, 12, 3, 6, 1, 5, 31, 33, 17, 9, 30, 40, 22, 41, 37, 38, 4, 15, 7, 43, 19, 28, 10, 46, 25, 21];58;6;380;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
12;1.5;50;0.5;0.5;11;0;11;100000;[[1, 800], [1, 10], [1, 875], [1, 425], [1, 650], [1, 200], [1, 90], [1, 30], [1, 80], [1, 100], [1, 875], [1, 60], [1, 875], [1, 60], [1, 50], [1, 875], [1, 500], [1, 70], [1, 20], [1, 100], [1, 50], [1, 725], [1, 20], [1, 60], [1, 40], [1, 650], [1, 90], [1, 90], [1, 275], [1, 875], [1, 60], [1, 70], [1, 30], [1, 425], [1, 30], [1, 80], [1, 80], [1, 100], [1, 20], [1, 60], [1, 275], [1, 50], [1, 10], [1, 800], [1, 40], [1, 100], [1, 100], [1, 90], [1, 50], [1, 350]];800.6513425814591;874.314433084958;[43, 2, 19, 23, 31, 39, 8, 33, 35, 45, 25, 42, 15, 49, 21, 24, 14, 40, 12, 32, 18, 37, 9, 36, 28, 27, 48, 7, 10, 38, 47, 20, 46, 6, 41, 29, 50, 4, 34, 17, 26, 5, 22, 1, 13, 44, 30, 11, 3, 16];51;6;379;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
13;1.5;50;0.5;0.5;12;0;11;100000;[[1, 20], [1, 100], [1, 50], [1, 350], [1, 90], [1, 70], [1, 50], [1, 80], [1, 650], [1, 10], [1, 30], [1, 650], [1, 60], [1, 80], [1, 875], [1, 200], [1, 60], [1, 100], [1, 20], [1, 70], [1, 30], [1, 60], [1, 875], [1, 500], [1, 70], [1, 60], [1, 20], [1, 10], [1, 500], [1, 725], [1, 500], [1, 80], [1, 40], [1, 90], [1, 425], [1, 100], [1, 70], [1, 275], [1, 50], [1, 100], [1, 30], [1, 425], [1, 200], [1, 875], [1, 20], [1, 60], [1, 500], [1, 575], [1, 20], [1, 10]];534.182235254643;585.9816273556888;[50, 10, 28, 1, 27, 45, 49, 19, 11, 41, 21, 33, 3, 39, 7, 17, 26, 22, 46, 13, 20, 25, 6, 37, 32, 8, 14, 34, 5, 18, 2, 40, 36, 16, 43, 38, 4, 35, 42, 31, 24, 29, 23, 47, 48, 12, 9, 44, 30, 15];33;6;375;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
14;1.5;50;0.5;0.5;13;0;11;100000;[[1, 500], [1, 80], [1, 50], [1, 275], [1, 800], [1, 40], [1, 30], [1, 40], [1, 100], [1, 875], [1, 80], [1, 500], [1, 275], [1, 80], [1, 100], [1, 10], [1, 60], [1, 50], [1, 80], [1, 650], [1, 10], [1, 200], [1, 10], [1, 80], [1, 40], [1, 350], [1, 30], [1, 80], [1, 650], [1, 70], [1, 90], [1, 90], [1, 650], [1, 100], [1, 70], [1, 70], [1, 875], [1, 350], [1, 80], [1, 80], [1, 275], [1, 20], [1, 10], [1, 70], [1, 100], [1, 90], [1, 350], [1, 80], [1, 30], [1, 70]];379.73489023486485;417.7466963492048;[23, 21, 43, 6, 16, 42, 27, 7, 49, 25, 8, 3, 18, 17, 30, 50, 36, 35, 48, 28, 2, 39, 24, 44, 40, 14, 11, 19, 31, 32, 46, 9, 15, 34, 45, 22, 4, 41, 13, 47, 38, 26, 12, 1, 33, 29, 5, 20, 37, 10];102;7;419;10000;200;2;0.2;10;RANKING;0.8;OPX;0.2;SHIFT;-1;0.8;true
