
1;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4173.11041618701;[25, 6, 47, 39, 31, 14, 36, 24, 16, 34, 11, 41, 13, 23, 33, 27, 32, 42, 8, 15, 43, 12, 45, 10, 26, 48, 3, 40, 1, 50, 49, 2, 17, 5, 19, 21, 20, 4, 28, 9, 18, 37, 22, 29, 44, 7, 30, 35, 38, 46];5070;193;441;10000;200;0;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
2;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4169.260305064351;[25, 6, 41, 42, 11, 31, 39, 47, 16, 23, 33, 32, 24, 36, 8, 34, 14, 13, 27, 15, 43, 12, 45, 26, 10, 48, 3, 40, 50, 1, 2, 49, 5, 17, 37, 18, 22, 19, 21, 4, 28, 9, 20, 29, 44, 7, 30, 35, 38, 46];8554;258;290;10000;200;0;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
3;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4172.8338592442;[6, 25, 34, 39, 16, 8, 14, 24, 11, 5, 41, 47, 31, 32, 42, 13, 36, 27, 23, 33, 15, 43, 12, 45, 26, 10, 48, 3, 40, 1, 50, 49, 2, 17, 19, 21, 9, 28, 4, 20, 22, 37, 18, 7, 29, 44, 30, 38, 35, 46];3076;90;295;10000;200;2;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
4;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4172.393190213666;[6, 25, 14, 47, 41, 11, 24, 39, 34, 31, 16, 23, 42, 8, 32, 36, 13, 27, 15, 43, 12, 45, 10, 26, 3, 48, 40, 50, 49, 1, 5, 28, 2, 17, 19, 9, 21, 22, 37, 18, 20, 4, 29, 7, 44, 30, 38, 35, 33, 46];954;28;232;10000;200;2;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
5;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4168.47745626591;[25, 6, 31, 24, 47, 39, 16, 13, 32, 42, 8, 14, 11, 41, 34, 23, 33, 15, 27, 36, 43, 12, 45, 10, 26, 3, 48, 1, 49, 50, 5, 40, 17, 2, 21, 19, 18, 22, 37, 9, 20, 4, 28, 29, 44, 7, 30, 38, 35, 46];527820;1356;2555;10000;200;198;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
6;1.5;50;0.5;0.5;0;0;11;100000;[[1, 350], [1, 575], [2, 100], [1, 725], [1, 425], [2, 10], [2, 425], [1, 90], [1, 800], [2, 90], [1, 50], [2, 60], [1, 70], [1, 50], [2, 50], [2, 30], [1, 575], [2, 350], [1, 650], [1, 800], [1, 650], [2, 350], [2, 40], [1, 60], [2, 10], [2, 90], [1, 100], [1, 725], [2, 425], [2, 650], [1, 40], [1, 90], [2, 40], [1, 90], [2, 800], [1, 90], [2, 350], [2, 800], [1, 10], [2, 200], [1, 60], [1, 90], [2, 50], [2, 425], [2, 80], [2, 875], [1, 30], [2, 100], [1, 275], [1, 500]];4086.7809211201643;4163.814364664864;[6, 25, 14, 47, 39, 41, 24, 36, 31, 11, 23, 16, 33, 32, 34, 13, 27, 43, 42, 8, 15, 12, 45, 10, 26, 3, 48, 1, 49, 50, 5, 40, 2, 17, 21, 19, 18, 37, 22, 28, 4, 9, 20, 7, 29, 44, 30, 35, 38, 46];251351;406;1590;10000;200;198;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
7;1.5;50;0.5;0.5;1;0;11;100000;[[2, 20], [2, 100], [2, 40], [1, 20], [1, 90], [2, 30], [1, 500], [1, 200], [1, 60], [2, 650], [2, 575], [1, 40], [1, 275], [2, 575], [1, 650], [2, 800], [1, 200], [2, 425], [1, 575], [1, 425], [2, 800], [2, 425], [1, 100], [2, 575], [2, 500], [1, 875], [2, 575], [2, 40], [2, 650], [2, 575], [2, 275], [1, 500], [2, 275], [2, 20], [1, 275], [2, 60], [1, 575], [2, 725], [1, 20], [1, 275], [1, 70], [2, 70], [2, 500], [1, 350], [1, 100], [2, 500], [1, 80], [1, 875], [1, 725], [2, 70]];11230.320688040789;11366.08309151298;[1, 34, 9, 47, 39, 12, 6, 23, 4, 28, 41, 3, 17, 5, 36, 50, 45, 42, 2, 13, 40, 35, 20, 8, 44, 31, 33, 48, 7, 32, 19, 37, 15, 26, 49, 18, 22, 43, 25, 46, 30, 27, 11, 24, 14, 10, 29, 38, 16, 21];7431;199;264;10000;200;0;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
8;1.5;50;0.5;0.5;1;0;11;100000;[[2, 20], [2, 100], [2, 40], [1, 20], [1, 90], [2, 30], [1, 500], [1, 200], [1, 60], [2, 650], [2, 575], [1, 40], [1, 275], [2, 575], [1, 650], [2, 800], [1, 200], [2, 425], [1, 575], [1, 425], [2, 800], [2, 425], [1, 100], [2, 575], [2, 500], [1, 875], [2, 575], [2, 40], [2, 650], [2, 575], [2, 275], [1, 500], [2, 275], [2, 20], [1, 275], [2, 60], [1, 575], [2, 725], [1, 20], [1, 275], [1, 70], [2, 70], [2, 500], [1, 350], [1, 100], [2, 500], [1, 80], [1, 875], [1, 725], [2, 70]];11230.320688040789;11348.350288280213;[39, 12, 4, 1, 34, 6, 28, 3, 5, 41, 8, 45, 9, 47, 23, 36, 50, 42, 2, 40, 13, 20, 35, 37, 17, 32, 7, 44, 19, 33, 31, 26, 15, 49, 48, 18, 22, 25, 46, 43, 24, 30, 27, 11, 14, 29, 10, 38, 16, 21];9738;225;229;10000;200;0;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
9;1.5;50;0.5;0.5;1;0;11;100000;[[2, 20], [2, 100], [2, 40], [1, 20], [1, 90], [2, 30], [1, 500], [1, 200], [1, 60], [2, 650], [2, 575], [1, 40], [1, 275], [2, 575], [1, 650], [2, 800], [1, 200], [2, 425], [1, 575], [1, 425], [2, 800], [2, 425], [1, 100], [2, 575], [2, 500], [1, 875], [2, 575], [2, 40], [2, 650], [2, 575], [2, 275], [1, 500], [2, 275], [2, 20], [1, 275], [2, 60], [1, 575], [2, 725], [1, 20], [1, 275], [1, 70], [2, 70], [2, 500], [1, 350], [1, 100], [2, 500], [1, 80], [1, 875], [1, 725], [2, 70]];11230.320688040789;11365.817546613216;[5, 39, 34, 1, 6, 28, 3, 23, 47, 35, 4, 12, 9, 45, 36, 42, 50, 2, 17, 13, 41, 40, 44, 8, 32, 31, 33, 7, 19, 37, 20, 49, 26, 15, 48, 18, 22, 25, 43, 46, 30, 14, 27, 11, 24, 29, 10, 38, 16, 21];644;18;271;10000;200;2;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
10;1.5;50;0.5;0.5;1;0;11;100000;[[2, 20], [2, 100], [2, 40], [1, 20], [1, 90], [2, 30], [1, 500], [1, 200], [1, 60], [2, 650], [2, 575], [1, 40], [1, 275], [2, 575], [1, 650], [2, 800], [1, 200], [2, 425], [1, 575], [1, 425], [2, 800], [2, 425], [1, 100], [2, 575], [2, 500], [1, 875], [2, 575], [2, 40], [2, 650], [2, 575], [2, 275], [1, 500], [2, 275], [2, 20], [1, 275], [2, 60], [1, 575], [2, 725], [1, 20], [1, 275], [1, 70], [2, 70], [2, 500], [1, 350], [1, 100], [2, 500], [1, 80], [1, 875], [1, 725], [2, 70]];11230.320688040789;11356.608108801018;[4, 12, 39, 34, 6, 28, 3, 47, 41, 23, 5, 50, 17, 9, 36, 42, 2, 13, 40, 20, 44, 35, 8, 33, 31, 32, 45, 7, 37, 1, 19, 49, 48, 15, 26, 18, 22, 43, 25, 46, 24, 11, 14, 30, 27, 10, 29, 38, 16, 21];2402;59;232;10000;200;2;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
