id;iteration_number;min_solution;avg_solution;max_solution;OPX_EXCHANGE;OX_EXCHANGE;OPX_SHIFT;OX_SHIFT;OPX_NO;OX_NO;NO_SHIFT;NO_EXCHANGE
1;2300;6539.547285973621;7307.7904424996605;8658.10791366964;9.671406556917077E-57;1.8889465931478665E-56;1.5733715040731145E-12;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2400;6539.547285973621;7274.446906246285;8525.252028488469;9.671406556917077E-57;1.8889465931478665E-56;2.4615334182912013E-8;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2500;6539.547285973621;7307.486277616609;8407.62156119799;9.671406556917077E-57;1.8889465931478665E-56;0.0500121609912944;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2600;6538.875572901996;7311.4187468219025;8529.704540949506;9.671406556917077E-57;1.8889465931478665E-56;2.637378355200135E-15;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2700;6538.675845765807;7291.756371234131;8311.107530618045;9.671406556917077E-57;1.8889465931478665E-56;3.8768640792773796E-4;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2800;6538.675845765807;7277.305688725129;8597.701711549525;9.671406556917077E-57;1.8889465931478665E-56;1.5482888178892807E-5;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;2900;6538.675845765807;7192.02908526983;8080.110634435099;9.671406556917077E-57;1.8889465931478665E-56;1.4844723197903522E-7;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3000;6538.675845765807;7302.902629243626;8783.461305198742;9.671406556917077E-57;1.8889465931478665E-56;3.0729909043241892E-6;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3100;6538.422851670095;7289.787004214383;8402.132888383916;9.671406556917077E-57;1.8889465931478665E-56;0.009600000983040504;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3200;6538.422851670095;7371.026140989184;8497.482094210332;9.671406556917077E-57;1.8889465931478665E-56;0.2400153600471985;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3300;6538.422851670095;7302.868643229985;8241.253208875563;9.671406556917077E-57;1.8889465931478665E-56;0.24000014745600312;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3400;6538.179739461304;7224.839891249571;8170.539872136957;9.671406556917077E-57;1.8889465931478665E-56;7.68000003276802E-5;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3500;6538.179739461304;7258.492050400257;8238.276899304532;9.671406556917077E-57;1.8889465931478665E-56;0.009984000196608;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3600;6538.179739461304;7326.654267167905;8411.872077754517;9.671406556917077E-57;1.8889465931478665E-56;4.962385940140446E-9;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3700;6538.179739461304;7271.211013391688;8699.151877022552;9.671406556917077E-57;1.8889465931478665E-56;0.049923072196935155;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3800;6538.179739461304;7239.267445973716;8516.146984889832;9.671406556917077E-57;1.8889465931478665E-56;6.14400003023958E-7;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;3900;6538.179739461304;7366.5016600141535;8587.777897230688;9.671406556917077E-57;1.8889465931478665E-56;1.4746386432000657E-7;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;4000;6538.179739461304;7266.570719134901;8993.173860135188;9.671406556917077E-57;1.8889465931478665E-56;1.476605352345601E-7;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;4100;6538.179739461304;7204.5757541593175;8203.768931600192;9.671406556917077E-57;1.8889465931478665E-56;0.24000000000000254;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;4200;6538.179739461304;7311.33540968792;8727.1607295441;9.671406556917077E-57;1.8889465931478665E-56;0.048092283863354575;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;4300;6538.179739461304;7193.137389043293;8066.053937410336;9.671406556917077E-57;1.8889465931478665E-56;3.194880003020068E-6;1.4623166714153689E-56;1.4507109835375622E-56;7.2535549176878105E-56;1.8889465931478665E-56;9.671406556917077E-57
1;4400;6568.907595621671;6616.493154484915;7965.354487794953;4.194035568000881E-18;5.1543902519296077E-23;9.664196759888439E-19;1.319413954738578E-28;8.053063680010564E-19;2.0139153190552622E-17;5.497558138880012E-32;6.871947673600015E-30
1;4500;6559.44782305727;14728.003392752435;19407.71915584111;4.611390874323099E-46;1.2291933420304477E-7;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;4600;6559.44782305727;15080.299502256245;19757.938399008242;4.611390874323099E-46;0.048384614401572865;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;4700;6559.44782305727;14357.882423314957;19179.94876334757;4.611390874323099E-46;0.009615360008178893;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;4800;6559.44782305727;14849.962082473836;19460.833280171802;4.611390874323099E-46;0.2880769229287593;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;4900;6559.44782305727;14716.336472239447;18825.120474984516;4.611390874323099E-46;0.002304000990967739;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5000;6559.44782305727;14547.020301410743;18822.78015344067;4.611390874323099E-46;0.011535487795212586;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5100;6559.44782305727;15057.011997495372;19381.531595699882;4.611390874323099E-46;1.5482881575502223E-5;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5200;6559.44782305727;14875.082549585346;19616.720728299828;4.611390874323099E-46;0.0023808245776483633;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5300;6559.44782305727;14777.126716495743;19766.685478972497;4.611390874323099E-46;6.144094371840068E-7;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5400;6559.44782305727;14958.788891646214;19161.31836759686;4.611390874323099E-46;0.009676800983040001;1.1805916207174158E-45;4.4272185824126745E-46;4.42722084805304E-46;2.2136092888451546E-45;2.8823037615171275E-45;1.1529215046068512E-46
1;5500;6554.114058903994;7106.174843448901;9820.406287187652;1.5211811356576318E-70;8.112963841460717E-71;1.521180720273884E-70;8.112963841462831E-71;1.521180720273884E-70;5.1539607594559093E-23;8.113217371580756E-71;4.86780365788843E-70
1;5600;6554.1113653172715;7907.886492505114;10113.078678386768;0.009676829687883498;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;5700;6554.1113653172715;7947.279174980008;10124.977699641482;0.249615384576;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;5800;6554.1113653172715;8089.778384099769;11053.632496307153;0.2419200002047899;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;5900;6554.1113653172715;7888.399256886802;10253.59599197979;0.24231938457601268;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6000;6553.363847367633;7952.309950651322;10161.247173447875;1.5360000015099506E-5;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6100;6553.2373265339675;7863.739837285134;9989.923619700134;0.2400006144078643;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6200;6553.2373265339675;7950.645909809345;9493.077001504424;7.680000190052325E-5;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6300;6553.2373265339675;8066.684154757728;9720.264597727797;0.04800000000786432;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6400;6553.2373265339675;7877.08997707;10651.08442668835;1.9660800096636772E-10;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6500;6553.2373265339675;7832.587239245806;10171.075605319244;7.743897763577858E-5;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6600;6553.2373265339675;8117.5078477595725;10041.537754684077;0.24001535999999998;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6700;6553.2373265339675;7965.574555203322;11039.031538380941;0.0019359793155271762;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6800;6553.2373265339675;7897.390841844513;10859.473000343021;2.04472320805307E-10;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;6900;6553.2373265339675;7943.090325100677;10183.821646916329;3.993651118210863E-4;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;7000;6553.2373265339675;8047.445876592569;10776.11472883413;0.04800000000000254;1.0889035741470114E-89;1.0208471007628228E-88;5.4445178707364744E-89;2.0416942015256456E-89;5.444517870735057E-89;5.4446880119185115E-89;6.533455473118751E-89
1;7100;6564.501830173717;7219.245712626701;8155.199170429396;2.591994642822982E-80;4.984604984193467E-81;3.9997440006291464E-4;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7200;6564.501830173717;7235.844607982585;8263.895816224558;2.591994642822982E-80;4.984604984193467E-81;0.24000000000001268;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7300;6564.501830173717;7353.78054705945;9100.076181530838;2.591994642822982E-80;4.984604984193467E-81;1.536003933671963E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7400;6564.501830173717;7144.8117756250695;8444.584370152159;2.591994642822982E-80;4.984604984193467E-81;0.001923096615324138;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7500;6564.501830173717;7193.406686698582;8290.79556953154;2.591994642822982E-80;4.984604984193467E-81;3.809515992515534E-6;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7600;6564.271255294639;7220.865576181633;8506.670785659733;2.591994642822982E-80;4.984604984193467E-81;3.0965760000000007E-6;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7700;6564.012262527702;7332.023934813885;8672.909930403166;2.591994642822982E-80;4.984604984193467E-81;3.8400000037748825E-4;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7800;6564.012262527702;7258.179244154536;8244.58762643142;2.591994642822982E-80;4.984604984193467E-81;4.7923317964800017E-4;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;7900;6564.012262527702;7362.267666560598;8314.071181438701;2.591994642822982E-80;4.984604984193467E-81;1.6121856000000002E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8000;6562.77041933961;7234.921169169828;8829.763851796197;2.591994642822982E-80;4.984604984193467E-81;0.009676824583865764;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8100;6555.681100926806;7326.552436321029;8206.78273738187;2.591994642822982E-80;4.984604984193467E-81;6.155875753392836E-7;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8200;6555.681100926806;7311.729683156034;8628.536988780808;2.591994642822982E-80;4.984604984193467E-81;0.24039936020478692;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8300;6552.617025752303;7298.254371516818;8457.643435068754;2.591994642822982E-80;4.984604984193467E-81;0.2419230720003171;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8400;6545.324446810323;7316.265800150584;8512.746280957255;2.591994642822982E-80;4.984604984193467E-81;0.288;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8500;6545.292182120863;7283.56367434325;8220.767811901656;2.591994642822982E-80;4.984604984193467E-81;4.831838208133011E-18;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8600;6545.292182120863;7298.834509572671;8302.469579867236;2.591994642822982E-80;4.984604984193467E-81;0.0019200245763145733;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8700;6544.386880183456;7247.285910593015;8992.165814286496;2.591994642822982E-80;4.984604984193467E-81;0.04999680590616784;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8800;6535.818003032492;7204.288165632464;8184.393596750409;2.591994642822982E-80;4.984604984193467E-81;0.04801536000943718;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;8900;6535.626949297338;7217.689601583695;8258.629899318614;2.591994642822982E-80;4.984604984193467E-81;0.2979846144078769;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9000;6531.846995886792;7248.0200347816435;8761.625172449218;2.591994642822982E-80;4.984604984193467E-81;0.04800061459819395;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9100;6531.846995886792;7398.61532959357;8496.723872946357;2.591994642822982E-80;4.984604984193467E-81;3.1508017523440307E-13;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9200;6531.659927164425;7376.623616596851;8961.254786681233;2.591994642822982E-80;4.984604984193467E-81;0.24001536000157286;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9300;6529.889301967482;7240.360270659037;8425.343622122618;2.591994642822982E-80;4.984604984193467E-81;0.0019384320000131066;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9400;6529.889301967482;7190.258941598176;7981.891619278004;2.591994642822982E-80;4.984604984193467E-81;0.05760074223453419;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9500;6529.4138896096865;7330.784192729189;8427.042724557627;2.591994642822982E-80;4.984604984193467E-81;0.00998768738461337;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9600;6529.4138896096865;7196.723307813356;8302.449880403547;2.591994642822982E-80;4.984604984193467E-81;0.24038707200188744;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9700;6528.747958975016;7248.633849357688;8487.329371530197;2.591994642822982E-80;4.984604984193467E-81;7.692288037748738E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9800;6528.489901862628;7291.4937789846235;8399.001456616466;2.591994642822982E-80;4.984604984193467E-81;0.009615360000062917;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;9900;6528.489901862628;7212.400946637296;8213.635947464752;2.591994642822982E-80;4.984604984193467E-81;1.5384576015119795E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10000;6528.489901862628;7176.491948977981;8102.937858390466;2.591994642822982E-80;4.984604984193467E-81;2.457600010085663E-8;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10100;6528.489901862628;7204.0640514769175;8413.491596484877;2.591994642822982E-80;4.984604984193467E-81;3.8771195935467356E-4;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10200;6528.489901862628;7238.685963185122;8514.410982590065;2.591994642822982E-80;4.984604984193467E-81;7.423921225728004E-7;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10300;6528.489901862628;7150.076007043181;8374.57796132372;2.591994642822982E-80;4.984604984193467E-81;2.458386442552736E-8;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10400;6528.489901862628;7219.659259029647;8226.466147021314;2.591994642822982E-80;4.984604984193467E-81;0.0019230729909043406;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10500;6528.489901862628;7219.597076537193;8539.962473785663;2.591994642822982E-80;4.984604984193467E-81;2.457606301522331E-8;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10600;6528.489901862628;7202.35285392784;8517.725613170665;2.591994642822982E-80;4.984604984193467E-81;0.009692160001636283;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10700;6528.485995498;7271.376381046945;8583.02167061086;2.591994642822982E-80;4.984604984193467E-81;0.04801597440000002;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10800;6528.481986084869;7229.344029076816;8260.007306145724;2.591994642822982E-80;4.984604984193467E-81;8.049131677288497E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;10900;6528.481986084869;7294.95631456628;8476.880378224005;2.591994642822982E-80;4.984604984193467E-81;7.680000157288415E-5;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11000;6528.481986084869;7244.671820744503;8492.42869254109;2.591994642822982E-80;4.984604984193467E-81;0.0480031960675249;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11100;6528.481986084869;7308.688472686459;8215.590623258015;2.591994642822982E-80;4.984604984193467E-81;0.0099846145982463;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11200;6528.481986084869;7206.639492401943;8556.09603305634;2.591994642822982E-80;4.984604984193467E-81;0.04800000492306492;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11300;6528.481986084869;7335.5201907453165;8521.31357291858;2.591994642822982E-80;4.984604984193467E-81;0.24192000020447232;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11400;6528.481986084869;7258.5175308008365;8767.433614246573;2.591994642822982E-80;4.984604984193467E-81;2.5778050113248903E-22;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
1;11500;6528.481986084869;7302.314957486386;8530.195138610381;2.591994642822982E-80;4.984604984193467E-81;0.048015482888178994;2.492302492096862E-80;2.4923024920967335E-80;6.646937515722093E-80;3.245185536584289E-80;6.490371073168578E-81
