ALPHA = 1.5
JOBS COUNT = 50
seria			withSort	withoutSort	Elb		Dlb		Slb
-1.0_0.7_22__10		4,44 | 30	4,44 | 30	5,93	1,17	1,08
-1.0_0.7_22__2		43,77 | 30	43,77 | 30	5,22	4,31	2,08
-1.0_0.7_22__4		17,80 | 30	17,80 | 30	6,78	3,63	1,90
-1.0_0.7_22__6		10,73 | 30	10,73 | 30	5,94	3,30	1,82
-1.0_0.7_22__8		6,56 | 30	6,56 | 30	6,12	1,84	1,36
-1.0_1.0_22__10		8,21 | 30	8,21 | 30	1,81	0,00	0,07
-1.0_1.0_22__2		48,33 | 30	48,33 | 30	1,44	0,02	0,13
-1.0_1.0_22__4		23,06 | 30	23,06 | 30	1,78	0,01	0,10
-1.0_1.0_22__6		14,69 | 30	14,69 | 30	1,89	0,01	0,10
-1.0_1.0_22__8		10,59 | 30	10,59 | 30	1,88	0,00	0,06
