
1;100;7735.133873691386;8941.384751476146;10876.523684891541;4.030771199370654E-4;5.242880000000007E-18;0.01199938559213568;7.682461532160525E-50.3;7.692288001543505E-5;0.3;0.3
1;200;7496.678900354383;8882.386944204847;10950.88379385269;4.799950847998994E-4;5.242880000000007E-18;8.051708067840001E-5;7.682461532160525E-50.3;7.692288001543505E-5;0.3;0.3
1;300;8392.564143678574;9887.491512183507;12522.964306993694;1.919980339199598E-5;5.242880000000007E-18;8.051708067840001E-5;4.6461541454709146E-40.05999999901696001;1.538457600308701E-5;0.3;0.3
1;400;7545.499021679644;8546.675630524644;10555.576366749418;1.919980339199598E-5;5.242880000000007E-18;0.290399876923392;9.29230829094183E-50.3;1.538457600308701E-5;0.3;0.3
1;500;7288.173266352308;8408.835928824712;10548.936418059791;1.919980339199598E-5;5.242880000000007E-18;0.299919513403392;1.858461658188366E-50.29999999980339187;3.0769152006174025E-6;0.3;0.3
1;600;7469.186980466379;8862.568130624359;12432.777175473997;1.919980339199598E-5;5.242880000000007E-18;0.011999384616960002;1.858461658188366E-50.3;3.0769152006174025E-6;0.3;0.3
1;700;7291.197734667659;8695.628619475425;10498.849578123189;1.919980339199598E-5;5.242880000000007E-18;0.25192319999968543;1.858461658188366E-50.29999987712;3.0769152006174025E-6;0.3;0.3
1;800;7565.4234394460345;8794.88246941346;10994.45949612343;1.919980339199598E-5;5.242880000000007E-18;0.2999998771105628;3.7169233163767325E-60.012;3.0769152006174025E-6;0.3;0.3
1;900;7364.196939814488;8634.89677496856;10367.065921438407;1.919980339199598E-5;5.242880000000007E-18;0.25192319999999996;3.7169233163767325E-60.06;3.0769152006174025E-6;0.3;0.3
1;1000;7969.216950703241;9241.950032106864;11095.546529890627;4.799999999345488E-4;5.242880000000007E-18;4.799998033918993E-4;3.7169233163767325E-60.29999985254399997;3.0769152006174025E-6;0.3;0.3
1;1100;7388.498195106802;8660.239098012556;11553.436680729057;0.0019385855999874174;7.682461533418293E-5;0.0580769279528015;1.5384576000000006E-50.2999999999999849;7.680003933418399E-5;0.3;0.3
