id;alpha;jobs_count;single;small;example_number;blocks;series_name;energy;jobs;lower_bound;solution;permutation;iteration_solution_found;time_solution_found;total_ga_time;iterations_count;population_size;elites_count;random_initial_population_probability;best_random_population_size;selection_type;tourney_size;crossover_probability;crossover_type;mutation_probability;mutation_type;mutation_window
11;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6537.934031352696;[46, 48, 12, 29, 33, 34, 43, 23, 32, 44, 14, 50, 19, 25, 24, 37, 20, 49, 1, 30, 38, 39, 28, 40, 22, 6, 11, 21, 36, 47, 17, 31, 26, 42, 10, 9, 3, 41, 18, 45, 4, 2, 7, 13, 15, 5, 16, 27, 8, 35];1587;14;92;10000;100;2;0.8;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
12;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6529.452164396491;[46, 23, 33, 32, 12, 48, 34, 29, 43, 14, 50, 44, 19, 25, 24, 37, 20, 15, 49, 38, 39, 30, 1, 22, 6, 47, 28, 17, 40, 10, 42, 26, 31, 11, 36, 21, 41, 45, 9, 3, 18, 4, 7, 13, 2, 5, 16, 27, 35, 8];6797;60;89;10000;100;2;0.8;25;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
13;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6535.025911248754;[46, 34, 43, 23, 29, 33, 32, 12, 48, 44, 50, 14, 19, 24, 25, 16, 37, 20, 15, 49, 39, 1, 30, 38, 22, 47, 28, 40, 10, 17, 42, 36, 6, 21, 11, 9, 31, 26, 3, 41, 18, 45, 4, 2, 7, 13, 5, 27, 35, 8];5151;10;20;10000;100;98;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
14;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6585.13674664708;[12, 33, 43, 29, 32, 48, 46, 50, 44, 23, 34, 14, 24, 25, 19, 20, 37, 15, 49, 22, 39, 1, 30, 38, 42, 40, 8, 10, 6, 11, 21, 31, 28, 47, 17, 9, 36, 4, 41, 18, 3, 26, 45, 7, 2, 13, 5, 27, 16, 35];9675;9;9;10000;100;98;0.2;25;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
15;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6539.363119478555;[43, 32, 29, 23, 46, 48, 12, 50, 44, 14, 19, 24, 34, 33, 25, 15, 20, 37, 38, 22, 30, 39, 40, 28, 1, 6, 21, 36, 47, 10, 31, 17, 9, 42, 11, 41, 45, 26, 18, 3, 49, 4, 13, 7, 2, 5, 16, 27, 35, 8];8826;11;14;10000;100;98;0.5;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
16;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6585.217657310706;[46, 12, 48, 23, 32, 33, 29, 50, 44, 25, 19, 14, 37, 24, 20, 30, 40, 34, 43, 28, 15, 49, 1, 39, 38, 22, 6, 36, 21, 17, 31, 47, 3, 10, 9, 11, 41, 42, 45, 26, 18, 4, 13, 7, 2, 5, 16, 27, 35, 8];9994;6;6;10000;100;98;0.5;25;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
17;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6562.314552753404;[46, 33, 29, 48, 12, 44, 14, 50, 28, 43, 32, 19, 24, 25, 20, 37, 15, 34, 49, 38, 1, 30, 39, 22, 10, 31, 40, 21, 6, 36, 11, 47, 42, 26, 17, 23, 9, 18, 41, 4, 3, 45, 13, 2, 7, 5, 27, 16, 8, 35];8329;5;6;10000;100;98;0.8;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
18;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6559.636117298607;[46, 33, 23, 12, 44, 48, 14, 50, 43, 28, 29, 24, 19, 37, 25, 20, 49, 15, 39, 38, 1, 30, 22, 6, 10, 40, 32, 31, 34, 11, 21, 36, 26, 17, 47, 42, 18, 45, 3, 9, 4, 41, 13, 2, 7, 5, 27, 16, 8, 35];9785;3;3;10000;100;98;0.8;25;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
19;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6517.6945729218005;[46, 12, 48, 29, 32, 33, 23, 34, 43, 14, 50, 44, 19, 25, 24, 37, 20, 15, 49, 30, 39, 1, 38, 28, 40, 22, 6, 31, 47, 17, 9, 10, 42, 21, 11, 36, 41, 45, 26, 18, 3, 4, 13, 7, 2, 5, 16, 27, 8, 35];916;24;280;10000;200;0;0.2;10;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
20;1.5;50;0.5;0.5;0;0;11;100000;[[2, 90], [2, 575], [1, 875], [2, 425], [2, 650], [2, 200], [2, 575], [2, 875], [1, 725], [1, 350], [2, 275], [2, 20], [2, 575], [2, 30], [2, 80], [2, 725], [1, 500], [1, 875], [2, 40], [2, 70], [2, 275], [2, 100], [1, 30], [2, 50], [2, 50], [1, 725], [2, 725], [1, 200], [1, 40], [2, 90], [1, 500], [1, 10], [1, 40], [1, 50], [2, 875], [2, 275], [2, 60], [2, 90], [2, 90], [1, 200], [2, 350], [1, 575], [1, 70], [2, 30], [1, 800], [2, 10], [1, 500], [2, 20], [2, 80], [2, 30]];6414.9575597616995;6517.750427804008;[46, 48, 12, 33, 34, 23, 32, 43, 29, 14, 50, 44, 19, 24, 25, 37, 20, 49, 15, 39, 30, 1, 38, 40, 28, 22, 6, 31, 17, 47, 9, 10, 42, 11, 36, 21, 41, 45, 26, 3, 18, 4, 2, 7, 13, 5, 27, 16, 35, 8];6020;159;259;10000;200;0;0.2;25;RANKING;-1;0.8;OPX;0.2;SHIFT;-1
